,date,avail
117,2018-04-28,1
118,2018-04-29,0
119,2018-04-30,1
120,2018-05-01,0
121,2018-05-02,1
122,2018-05-03,0
123,2018-05-04,1
124,2018-05-05,0
125,2018-05-06,1
126,2018-05-07,0
127,2018-05-08,1
128,2018-05-09,0
129,2018-05-10,1
130,2018-05-11,0
131,2018-05-12,1
132,2018-05-13,0
133,2018-05-14,1
134,2018-05-15,0
135,2018-05-16,1
136,2018-05-17,0
137,2018-05-18,1
138,2018-05-19,0
139,2018-05-20,1
140,2018-05-21,0
141,2018-05-22,1
142,2018-05-23,0
143,2018-05-24,1
144,2018-05-25,0
145,2018-05-26,1
146,2018-05-27,0
147,2018-05-28,1
148,2018-05-29,0
149,2018-05-30,1
150,2018-05-31,0
151,2018-06-01,1
152,2018-06-02,1
153,2018-06-03,1
154,2018-06-04,1
155,2018-06-05,0
156,2018-06-06,0
157,2018-06-07,0
158,2018-06-08,1
159,2018-06-09,1
160,2018-06-10,1
161,2018-06-11,0
162,2018-06-12,1
163,2018-06-13,0
164,2018-06-14,0
165,2018-06-15,1
166,2018-06-16,1
167,2018-06-17,0
168,2018-06-18,0
169,2018-06-19,1
170,2018-06-20,0
171,2018-06-21,0
172,2018-06-22,0
173,2018-06-23,1
174,2018-06-24,0
175,2018-06-25,0
176,2018-06-26,0
177,2018-06-27,0
178,2018-06-28,1
179,2018-06-29,1
180,2018-06-30,0
181,2018-07-01,0
182,2018-07-02,0
183,2018-07-03,1
184,2018-07-04,0
185,2018-07-05,0
186,2018-07-06,0
187,2018-07-07,0
188,2018-07-08,0
189,2018-07-09,0
190,2018-07-10,1
191,2018-07-11,1
192,2018-07-12,0
193,2018-07-13,0
194,2018-07-14,1
195,2018-07-15,0
196,2018-07-16,0
197,2018-07-17,1
198,2018-07-18,0
199,2018-07-19,0
200,2018-07-20,1
201,2018-07-21,1
202,2018-07-22,0
203,2018-07-23,0
204,2018-07-24,1
205,2018-07-25,0
206,2018-07-26,0
207,2018-07-27,1
208,2018-07-28,0
209,2018-07-29,0
210,2018-07-30,1
211,2018-07-31,0
212,2018-08-01,0
213,2018-08-02,0
214,2018-08-03,0
215,2018-08-04,0
216,2018-08-05,0
217,2018-08-06,1
218,2018-08-07,0
219,2018-08-08,1
220,2018-08-09,0
221,2018-08-10,0
222,2018-08-11,0
223,2018-08-12,0
224,2018-08-13,1
225,2018-08-14,1
226,2018-08-15,0
227,2018-08-16,0
228,2018-08-17,0
229,2018-08-18,0
230,2018-08-19,0
231,2018-08-20,1
232,2018-08-21,0
233,2018-08-22,1
234,2018-08-23,0
235,2018-08-24,0
236,2018-08-25,0
237,2018-08-26,0
238,2018-08-27,0
239,2018-08-28,0
240,2018-08-29,0
241,2018-08-30,0
242,2018-08-31,0
243,2018-09-01,1
244,2018-09-02,0
245,2018-09-03,1
246,2018-09-04,0
247,2018-09-05,1
248,2018-09-06,0
249,2018-09-07,1
250,2018-09-08,0
251,2018-09-09,1
252,2018-09-10,0
253,2018-09-11,1
254,2018-09-12,0
255,2018-09-13,1
256,2018-09-14,0
257,2018-09-15,1
258,2018-09-16,0
259,2018-09-17,1
260,2018-09-18,0
261,2018-09-19,1
262,2018-09-20,0
263,2018-09-21,1
264,2018-09-22,0
265,2018-09-23,1
266,2018-09-24,0
267,2018-09-25,1
268,2018-09-26,0
269,2018-09-27,1
270,2018-09-28,0
271,2018-09-29,1
272,2018-09-30,0
273,2018-10-01,1
274,2018-10-02,0
275,2018-10-03,1
276,2018-10-04,0
277,2018-10-05,1
278,2018-10-06,0
279,2018-10-07,1
280,2018-10-08,0
281,2018-10-09,1
282,2018-10-10,0
283,2018-10-11,1
284,2018-10-12,0
285,2018-10-13,1
286,2018-10-14,0
287,2018-10-15,1
288,2018-10-16,0
289,2018-10-17,1
290,2018-10-18,0
291,2018-10-19,1
292,2018-10-20,0
293,2018-10-21,1
294,2018-10-22,0
295,2018-10-23,1
296,2018-10-24,0
297,2018-10-25,1
298,2018-10-26,0
299,2018-10-27,1
300,2018-10-28,0
301,2018-10-29,1
302,2018-10-30,0
303,2018-10-31,1
304,2018-11-01,0
305,2018-11-02,1
306,2018-11-03,0
307,2018-11-04,1
308,2018-11-05,0
309,2018-11-06,1
310,2018-11-07,0
311,2018-11-08,1
312,2018-11-09,0
313,2018-11-10,1
314,2018-11-11,0
315,2018-11-12,1
316,2018-11-13,0
317,2018-11-14,1
318,2018-11-15,0
319,2018-11-16,1
320,2018-11-17,0
321,2018-11-18,1
322,2018-11-19,0
323,2018-11-20,1
324,2018-11-21,0
325,2018-11-22,1
326,2018-11-23,0
327,2018-11-24,1
328,2018-11-25,0
329,2018-11-26,1
330,2018-11-27,0
331,2018-11-28,1
332,2018-11-29,0
333,2018-11-30,1
334,2018-12-01,1
335,2018-12-02,1
336,2018-12-03,1
337,2018-12-04,1
338,2018-12-05,1
339,2018-12-06,1
340,2018-12-07,0
341,2018-12-08,1
342,2018-12-09,0
343,2018-12-10,0
344,2018-12-11,0
345,2018-12-12,0
346,2018-12-13,1
347,2018-12-14,1
348,2018-12-15,0
349,2018-12-16,0
350,2018-12-17,1
351,2018-12-18,0
352,2018-12-19,1
353,2018-12-20,1
354,2018-12-21,1
355,2018-12-22,0
356,2018-12-23,1
357,2018-12-24,1
358,2018-12-25,1
359,2018-12-26,1
360,2018-12-27,1
361,2018-12-28,1
362,2018-12-29,0
363,2018-12-30,0
364,2018-12-31,1
365,2019-01-01,0
366,2019-01-02,1
367,2019-01-03,1
368,2019-01-04,0
369,2019-01-05,0
370,2019-01-06,1
371,2019-01-07,1
372,2019-01-08,1
373,2019-01-09,1
374,2019-01-10,1
375,2019-01-11,1
376,2019-01-12,0
377,2019-01-13,1
378,2019-01-14,1
379,2019-01-15,1
380,2019-01-16,1
381,2019-01-17,1
382,2019-01-18,1
383,2019-01-19,1
384,2019-01-20,0
385,2019-01-21,1
386,2019-01-22,1
387,2019-01-23,1
388,2019-01-24,0
389,2019-01-25,1
390,2019-01-26,1
391,2019-01-27,0
392,2019-01-28,1
393,2019-01-29,1
394,2019-01-30,1
395,2019-01-31,1
396,2019-02-01,1
397,2019-02-02,1
398,2019-02-03,1
399,2019-02-04,1
400,2019-02-05,1
401,2019-02-06,1
402,2019-02-07,1
403,2019-02-08,0
404,2019-02-09,1
405,2019-02-10,1
406,2019-02-11,0
407,2019-02-12,1
408,2019-02-13,1
409,2019-02-14,0
410,2019-02-15,1
411,2019-02-16,1
412,2019-02-17,1
413,2019-02-18,1
414,2019-02-19,1
415,2019-02-20,1
416,2019-02-21,0
417,2019-02-22,1
418,2019-02-23,1
419,2019-02-24,1
420,2019-02-25,1
421,2019-02-26,1
422,2019-02-27,1
423,2019-02-28,1
424,2019-03-01,0
425,2019-03-02,1
426,2019-03-03,0
427,2019-03-04,1
428,2019-03-05,0
429,2019-03-06,1
430,2019-03-07,0
431,2019-03-08,1
432,2019-03-09,0
433,2019-03-10,1
434,2019-03-11,0
435,2019-03-12,1
436,2019-03-13,0
437,2019-03-14,1
438,2019-03-15,0
439,2019-03-16,1
440,2019-03-17,0
441,2019-03-18,1
442,2019-03-19,0
443,2019-03-20,1
444,2019-03-21,0
445,2019-03-22,1
446,2019-03-23,0
447,2019-03-24,1
448,2019-03-25,0
449,2019-03-26,1
450,2019-03-27,0
451,2019-03-28,1
452,2019-03-29,0
453,2019-03-30,1
454,2019-03-31,0
455,2019-04-01,1
456,2019-04-02,0
457,2019-04-03,1
458,2019-04-04,0
459,2019-04-05,1
460,2019-04-06,0
461,2019-04-07,1
462,2019-04-08,0
463,2019-04-09,1
464,2019-04-10,0
465,2019-04-11,1
466,2019-04-12,0
467,2019-04-13,1
468,2019-04-14,0
469,2019-04-15,1
470,2019-04-16,0
471,2019-04-17,1
472,2019-04-18,0
473,2019-04-19,1
474,2019-04-20,0
475,2019-04-21,1
476,2019-04-22,0
477,2019-04-23,1
478,2019-04-24,0
479,2019-04-25,1
480,2019-04-26,0
481,2019-04-27,1
482,2019-04-28,0
483,2019-04-29,1
484,2019-04-30,0
485,2019-05-01,1
486,2019-05-02,0
487,2019-05-03,1
488,2019-05-04,0
489,2019-05-05,1
490,2019-05-06,0
491,2019-05-07,1
492,2019-05-08,0
493,2019-05-09,1
494,2019-05-10,0
495,2019-05-11,1
496,2019-05-12,0
497,2019-05-13,1
498,2019-05-14,0
499,2019-05-15,1
500,2019-05-16,0
501,2019-05-17,1
502,2019-05-18,0
503,2019-05-19,1
504,2019-05-20,0
505,2019-05-21,1
506,2019-05-22,0
507,2019-05-23,1
508,2019-05-24,0
509,2019-05-25,1
510,2019-05-26,0
511,2019-05-27,1
512,2019-05-28,0
513,2019-05-29,1
514,2019-05-30,0
515,2019-05-31,1
516,2019-06-01,1
517,2019-06-02,1
518,2019-06-03,0
519,2019-06-04,0
520,2019-06-05,0
521,2019-06-06,0
522,2019-06-07,1
523,2019-06-08,0
524,2019-06-09,1
525,2019-06-10,0
526,2019-06-11,1
527,2019-06-12,1
528,2019-06-13,0
529,2019-06-14,0
530,2019-06-15,0
531,2019-06-16,0
532,2019-06-17,0
533,2019-06-18,0
534,2019-06-19,1
535,2019-06-20,0
536,2019-06-21,0
537,2019-06-22,0
538,2019-06-23,0
539,2019-06-24,0
540,2019-06-25,0
541,2019-06-26,0
542,2019-06-27,0
543,2019-06-28,0
544,2019-06-29,0
545,2019-06-30,0
546,2019-07-01,0
547,2019-07-02,0
548,2019-07-03,0
549,2019-07-04,1
550,2019-07-05,1
551,2019-07-06,1
552,2019-07-07,0
553,2019-07-08,0
554,2019-07-09,0
555,2019-07-10,0
556,2019-07-11,0
557,2019-07-12,0
558,2019-07-13,0
559,2019-07-14,0
560,2019-07-15,0
561,2019-07-16,0
562,2019-07-17,0
563,2019-07-18,0
564,2019-07-19,0
565,2019-07-20,0
566,2019-07-21,0
567,2019-07-22,0
568,2019-07-23,0
569,2019-07-24,0
570,2019-07-25,0
571,2019-07-26,0
572,2019-07-27,1
573,2019-07-28,0
574,2019-07-29,0
575,2019-07-30,1
576,2019-07-31,0
577,2019-08-01,0
578,2019-08-02,0
579,2019-08-03,1
580,2019-08-04,1
581,2019-08-05,0
582,2019-08-06,1
583,2019-08-07,1
584,2019-08-08,0
585,2019-08-09,0
586,2019-08-10,1
587,2019-08-11,0
588,2019-08-12,1
589,2019-08-13,1
590,2019-08-14,0
591,2019-08-15,0
592,2019-08-16,0
593,2019-08-17,0
594,2019-08-18,0
595,2019-08-19,0
596,2019-08-20,0
597,2019-08-21,0
598,2019-08-22,0
599,2019-08-23,0
600,2019-08-24,0
601,2019-08-25,0
602,2019-08-26,0
603,2019-08-27,0
604,2019-08-28,0
605,2019-08-29,0
606,2019-08-30,1
607,2019-08-31,1
608,2019-09-01,0
609,2019-09-02,1
610,2019-09-03,0
611,2019-09-04,1
612,2019-09-05,0
613,2019-09-06,1
614,2019-09-07,0
615,2019-09-08,1
616,2019-09-09,0
617,2019-09-10,1
618,2019-09-11,0
619,2019-09-12,1
620,2019-09-13,0
621,2019-09-14,1
622,2019-09-15,0
623,2019-09-16,1
624,2019-09-17,0
625,2019-09-18,1
626,2019-09-19,0
627,2019-09-20,1
628,2019-09-21,0
629,2019-09-22,1
630,2019-09-23,0
631,2019-09-24,1
632,2019-09-25,0
633,2019-09-26,1
634,2019-09-27,0
635,2019-09-28,1
636,2019-09-29,0
637,2019-09-30,1
638,2019-10-01,0
639,2019-10-02,1
640,2019-10-03,0
641,2019-10-04,1
642,2019-10-05,0
643,2019-10-06,1
644,2019-10-07,0
645,2019-10-08,1
646,2019-10-09,0
647,2019-10-10,1
648,2019-10-11,0
649,2019-10-12,1
650,2019-10-13,0
651,2019-10-14,1
652,2019-10-15,0
653,2019-10-16,1
654,2019-10-17,0
655,2019-10-18,1
656,2019-10-19,0
657,2019-10-20,1
658,2019-10-21,0
659,2019-10-22,1
660,2019-10-23,0
661,2019-10-24,1
662,2019-10-25,0
663,2019-10-26,1
664,2019-10-27,0
665,2019-10-28,1
666,2019-10-29,0
667,2019-10-30,1
668,2019-10-31,0
669,2019-11-01,1
670,2019-11-02,0
671,2019-11-03,1
672,2019-11-04,0
673,2019-11-05,1
674,2019-11-06,0
675,2019-11-07,1
676,2019-11-08,0
677,2019-11-09,1
678,2019-11-10,0
679,2019-11-11,1
680,2019-11-12,0
681,2019-11-13,1
682,2019-11-14,0
683,2019-11-15,1
684,2019-11-16,0
685,2019-11-17,1
686,2019-11-18,0
687,2019-11-19,1
688,2019-11-20,0
689,2019-11-21,1
690,2019-11-22,0
691,2019-11-23,1
692,2019-11-24,0
693,2019-11-25,1
694,2019-11-26,0
695,2019-11-27,1
696,2019-11-28,0
697,2019-11-29,1
698,2019-11-30,0
699,2019-12-01,1
700,2019-12-02,0
701,2019-12-03,1
702,2019-12-04,1
703,2019-12-05,1
704,2019-12-06,0
705,2019-12-07,1
706,2019-12-08,1
707,2019-12-09,1
708,2019-12-10,1
709,2019-12-11,1
710,2019-12-12,1
711,2019-12-13,1
712,2019-12-14,1
713,2019-12-15,1
714,2019-12-16,0
715,2019-12-17,1
716,2019-12-18,1
717,2019-12-19,1
718,2019-12-20,1
719,2019-12-21,1
720,2019-12-22,1
721,2019-12-23,1
722,2019-12-24,1
723,2019-12-25,0
724,2019-12-26,1
725,2019-12-27,1
726,2019-12-28,0
727,2019-12-29,1
728,2019-12-30,1
729,2019-12-31,1
730,2020-01-01,1
731,2020-01-02,1
732,2020-01-03,0
733,2020-01-04,1
734,2020-01-05,1
735,2020-01-06,1
736,2020-01-07,0
737,2020-01-08,1
738,2020-01-09,0
739,2020-01-10,0
740,2020-01-11,0
741,2020-01-12,1
742,2020-01-13,1
743,2020-01-14,1
744,2020-01-15,1
745,2020-01-16,1
746,2020-01-17,0
747,2020-01-18,1
748,2020-01-19,1
749,2020-01-20,0
750,2020-01-21,1
751,2020-01-22,1
752,2020-01-23,0
753,2020-01-24,1
754,2020-01-25,0
755,2020-01-26,1
756,2020-01-27,0
757,2020-01-28,0
758,2020-01-29,1
759,2020-01-30,0
760,2020-01-31,1
761,2020-02-01,1
762,2020-02-02,1
763,2020-02-03,1
764,2020-02-04,1
765,2020-02-05,1
766,2020-02-06,1
767,2020-02-07,1
768,2020-02-08,1
769,2020-02-09,1
770,2020-02-10,0
771,2020-02-11,1
772,2020-02-12,1
773,2020-02-13,1
774,2020-02-14,1
775,2020-02-15,1
776,2020-02-16,0
777,2020-02-17,1
778,2020-02-18,1
779,2020-02-19,1
780,2020-02-20,1
781,2020-02-21,1
782,2020-02-22,1
783,2020-02-23,0
784,2020-02-24,0
785,2020-02-25,0
786,2020-02-26,1
787,2020-02-27,0
788,2020-02-28,1
789,2020-02-29,1
790,2020-03-01,1
791,2020-03-02,0
792,2020-03-03,1
793,2020-03-04,0
794,2020-03-05,1
795,2020-03-06,0
796,2020-03-07,1
797,2020-03-08,0
798,2020-03-09,1
799,2020-03-10,0
800,2020-03-11,1
801,2020-03-12,0
802,2020-03-13,1
803,2020-03-14,0
804,2020-03-15,1
805,2020-03-16,0
806,2020-03-17,1
807,2020-03-18,0
808,2020-03-19,1
809,2020-03-20,0
810,2020-03-21,1
811,2020-03-22,0
812,2020-03-23,1
813,2020-03-24,0
814,2020-03-25,1
815,2020-03-26,0
816,2020-03-27,1
817,2020-03-28,0
818,2020-03-29,1
819,2020-03-30,0
820,2020-03-31,1
821,2020-04-01,0
822,2020-04-02,1
823,2020-04-03,0
824,2020-04-04,1
825,2020-04-05,0
826,2020-04-06,1
827,2020-04-07,0
828,2020-04-08,1
829,2020-04-09,0
830,2020-04-10,1
831,2020-04-11,0
832,2020-04-12,1
833,2020-04-13,0
834,2020-04-14,1
835,2020-04-15,0
836,2020-04-16,1
837,2020-04-17,0
838,2020-04-18,1
839,2020-04-19,0
840,2020-04-20,1
841,2020-04-21,0
842,2020-04-22,1
843,2020-04-23,0
844,2020-04-24,1
845,2020-04-25,0
846,2020-04-26,1
847,2020-04-27,0
848,2020-04-28,1
849,2020-04-29,0
850,2020-04-30,1
851,2020-05-01,0
852,2020-05-02,1
853,2020-05-03,0
854,2020-05-04,1
855,2020-05-05,0
856,2020-05-06,1
857,2020-05-07,0
858,2020-05-08,1
859,2020-05-09,0
860,2020-05-10,1
861,2020-05-11,0
862,2020-05-12,1
863,2020-05-13,0
864,2020-05-14,1
865,2020-05-15,0
866,2020-05-16,1
867,2020-05-17,0
868,2020-05-18,1
869,2020-05-19,0
870,2020-05-20,1
871,2020-05-21,0
872,2020-05-22,1
873,2020-05-23,0
874,2020-05-24,1
875,2020-05-25,0
876,2020-05-26,1
877,2020-05-27,0
878,2020-05-28,1
879,2020-05-29,0
880,2020-05-30,1
881,2020-05-31,0
882,2020-06-01,1
883,2020-06-02,0
884,2020-06-03,0
885,2020-06-04,1
886,2020-06-05,0
887,2020-06-06,1
888,2020-06-07,0
889,2020-06-08,1
890,2020-06-09,0
891,2020-06-10,0
892,2020-06-11,0
893,2020-06-12,0
894,2020-06-13,0
895,2020-06-14,1
896,2020-06-15,0
897,2020-06-16,0
898,2020-06-17,0
899,2020-06-18,1
900,2020-06-19,1
901,2020-06-20,0
902,2020-06-21,0
903,2020-06-22,1
904,2020-06-23,1
905,2020-06-24,0
906,2020-06-25,0
907,2020-06-26,1
908,2020-06-27,0
909,2020-06-28,1
910,2020-06-29,0
911,2020-06-30,0
912,2020-07-01,1
913,2020-07-02,0
914,2020-07-03,1
915,2020-07-04,0
916,2020-07-05,1
917,2020-07-06,0
918,2020-07-07,0
919,2020-07-08,1
920,2020-07-09,1
921,2020-07-10,0
922,2020-07-11,1
923,2020-07-12,0
924,2020-07-13,0
925,2020-07-14,0
926,2020-07-15,0
927,2020-07-16,0
928,2020-07-17,0
929,2020-07-18,0
930,2020-07-19,0
931,2020-07-20,0
932,2020-07-21,1
933,2020-07-22,0
934,2020-07-23,0
935,2020-07-24,0
936,2020-07-25,1
937,2020-07-26,1
938,2020-07-27,0
939,2020-07-28,0
940,2020-07-29,0
941,2020-07-30,0
942,2020-07-31,0
943,2020-08-01,0
944,2020-08-02,1
945,2020-08-03,1
946,2020-08-04,0
947,2020-08-05,0
948,2020-08-06,0
949,2020-08-07,1
950,2020-08-08,0
951,2020-08-09,1
952,2020-08-10,1
953,2020-08-11,0
954,2020-08-12,0
955,2020-08-13,1
956,2020-08-14,1
957,2020-08-15,1
958,2020-08-16,1
959,2020-08-17,1
960,2020-08-18,1
961,2020-08-19,1
962,2020-08-20,1
963,2020-08-21,0
964,2020-08-22,1
965,2020-08-23,1
966,2020-08-24,0
967,2020-08-25,0
968,2020-08-26,0
969,2020-08-27,0
970,2020-08-28,1
971,2020-08-29,0
972,2020-08-30,0
973,2020-08-31,0
974,2020-09-01,1
975,2020-09-02,0
976,2020-09-03,1
977,2020-09-04,0
978,2020-09-05,1
979,2020-09-06,0
980,2020-09-07,1
981,2020-09-08,0
982,2020-09-09,1
983,2020-09-10,0
984,2020-09-11,1
985,2020-09-12,0
986,2020-09-13,1
987,2020-09-14,0
988,2020-09-15,1
989,2020-09-16,0
990,2020-09-17,1
991,2020-09-18,0
992,2020-09-19,1
993,2020-09-20,0
994,2020-09-21,1
995,2020-09-22,0
996,2020-09-23,1
997,2020-09-24,0
998,2020-09-25,1
999,2020-09-26,0
1000,2020-09-27,1
1001,2020-09-28,0
1002,2020-09-29,1
1003,2020-09-30,0
1004,2020-10-01,1
1005,2020-10-02,0
1006,2020-10-03,1
1007,2020-10-04,0
1008,2020-10-05,1
1009,2020-10-06,0
1010,2020-10-07,1
1011,2020-10-08,0
1012,2020-10-09,1
1013,2020-10-10,0
1014,2020-10-11,1
1015,2020-10-12,0
1016,2020-10-13,1
1017,2020-10-14,0
1018,2020-10-15,1
1019,2020-10-16,0
1020,2020-10-17,1
1021,2020-10-18,0
1022,2020-10-19,1
1023,2020-10-20,0
1024,2020-10-21,1
1025,2020-10-22,0
1026,2020-10-23,1
1027,2020-10-24,0
1028,2020-10-25,1
1029,2020-10-26,0
1030,2020-10-27,1
1031,2020-10-28,0
1032,2020-10-29,1
1033,2020-10-30,0
1034,2020-10-31,1
1035,2020-11-01,0
1036,2020-11-02,1
1037,2020-11-03,0
1038,2020-11-04,1
1039,2020-11-05,0
1040,2020-11-06,1
1041,2020-11-07,0
1042,2020-11-08,1
1043,2020-11-09,0
1044,2020-11-10,1
1045,2020-11-11,0
1046,2020-11-12,1
1047,2020-11-13,0
1048,2020-11-14,1
1049,2020-11-15,0
1050,2020-11-16,1
1051,2020-11-17,0
1052,2020-11-18,1
1053,2020-11-19,0
1054,2020-11-20,1
1055,2020-11-21,0
1056,2020-11-22,1
1057,2020-11-23,0
1058,2020-11-24,1
1059,2020-11-25,0
1060,2020-11-26,1
1061,2020-11-27,0
1062,2020-11-28,1
1063,2020-11-29,0
1064,2020-11-30,1
1065,2020-12-01,0
1066,2020-12-02,0
1067,2020-12-03,1
1068,2020-12-04,1
1069,2020-12-05,1
1070,2020-12-06,1
1071,2020-12-07,1
1072,2020-12-08,1
1073,2020-12-09,0
1074,2020-12-10,1
1075,2020-12-11,1
1076,2020-12-12,1
1077,2020-12-13,1
1078,2020-12-14,1
1079,2020-12-15,0
1080,2020-12-16,0
1081,2020-12-17,1
1082,2020-12-18,0
1083,2020-12-19,1
1084,2020-12-20,1
1085,2020-12-21,0
1086,2020-12-22,1
1087,2020-12-23,0
1088,2020-12-24,0
1089,2020-12-25,0
1090,2020-12-26,1
1091,2020-12-27,1
1092,2020-12-28,1
1093,2020-12-29,1
1094,2020-12-30,1
1095,2020-12-31,1
1096,2021-01-01,1
1097,2021-01-02,0
1098,2021-01-03,1
1099,2021-01-04,1
1100,2021-01-05,1
1101,2021-01-06,1
1102,2021-01-07,0
1103,2021-01-08,1
1104,2021-01-09,0
1105,2021-01-10,1
1106,2021-01-11,1
1107,2021-01-12,1
1108,2021-01-13,1
1109,2021-01-14,1
1110,2021-01-15,1
1111,2021-01-16,0
1112,2021-01-17,0
1113,2021-01-18,0
1114,2021-01-19,1
1115,2021-01-20,0
1116,2021-01-21,0
1117,2021-01-22,1
1118,2021-01-23,1
1119,2021-01-24,1
1120,2021-01-25,1
1121,2021-01-26,1
1122,2021-01-27,1
1123,2021-01-28,0
1124,2021-01-29,1
1125,2021-01-30,1
1126,2021-01-31,1
1127,2021-02-01,1
1128,2021-02-02,1
1129,2021-02-03,0
1130,2021-02-04,0
1131,2021-02-05,1
1132,2021-02-06,0
1133,2021-02-07,1
1134,2021-02-08,1
1135,2021-02-09,1
1136,2021-02-10,1
1137,2021-02-11,1
1138,2021-02-12,1
1139,2021-02-13,0
1140,2021-02-14,0
1141,2021-02-15,1
1142,2021-02-16,1
1143,2021-02-17,1
1144,2021-02-18,1
1145,2021-02-19,1
1146,2021-02-20,1
1147,2021-02-21,1
1148,2021-02-22,1
1149,2021-02-23,1
1150,2021-02-24,1
1151,2021-02-25,1
1152,2021-02-26,1
1153,2021-02-27,1
1154,2021-02-28,1
1155,2021-03-01,0
1156,2021-03-02,1
1157,2021-03-03,0
1158,2021-03-04,1
1159,2021-03-05,0
1160,2021-03-06,1
1161,2021-03-07,0
1162,2021-03-08,1
1163,2021-03-09,0
1164,2021-03-10,1
1165,2021-03-11,0
1166,2021-03-12,1
1167,2021-03-13,0
1168,2021-03-14,1
1169,2021-03-15,0
1170,2021-03-16,1
1171,2021-03-17,0
1172,2021-03-18,1
1173,2021-03-19,0
1174,2021-03-20,1
1175,2021-03-21,0
1176,2021-03-22,1
1177,2021-03-23,0
1178,2021-03-24,1
1179,2021-03-25,0
1180,2021-03-26,1
1181,2021-03-27,0
1182,2021-03-28,1
1183,2021-03-29,0
1184,2021-03-30,1
1185,2021-03-31,0
1186,2021-04-01,1
1187,2021-04-02,0
1188,2021-04-03,1
1189,2021-04-04,0
1190,2021-04-05,1
1191,2021-04-06,0
1192,2021-04-07,1
1193,2021-04-08,0
1194,2021-04-09,1
1195,2021-04-10,0
1196,2021-04-11,1
1197,2021-04-12,0
1198,2021-04-13,1
1199,2021-04-14,0
1200,2021-04-15,1
1201,2021-04-16,0
1202,2021-04-17,1
1203,2021-04-18,0
1204,2021-04-19,1
1205,2021-04-20,0
1206,2021-04-21,1
1207,2021-04-22,0
1208,2021-04-23,1
1209,2021-04-24,0
1210,2021-04-25,1
1211,2021-04-26,0
1212,2021-04-27,1
1213,2021-04-28,0
1214,2021-04-29,1
1215,2021-04-30,0
1216,2021-05-01,1
1217,2021-05-02,0
1218,2021-05-03,1
1219,2021-05-04,0
1220,2021-05-05,1
1221,2021-05-06,0
1222,2021-05-07,1
1223,2021-05-08,0
1224,2021-05-09,1
1225,2021-05-10,0
1226,2021-05-11,1
1227,2021-05-12,0
1228,2021-05-13,1
1229,2021-05-14,0
1230,2021-05-15,1
1231,2021-05-16,0
1232,2021-05-17,1
1233,2021-05-18,0
1234,2021-05-19,1
1235,2021-05-20,0
1236,2021-05-21,1
1237,2021-05-22,0
1238,2021-05-23,1
1239,2021-05-24,0
1240,2021-05-25,1
1241,2021-05-26,0
1242,2021-05-27,1
1243,2021-05-28,0
1244,2021-05-29,1
1245,2021-05-30,0
1246,2021-05-31,1
1247,2021-06-01,0
1248,2021-06-02,0
