,avail,forcast_avail,bottom_level,top_level,percentage
121,0,0,14,88,14
122,1,0,47,63,12
123,1,1,30,62,20
124,1,1,77,57,16
125,0,1,77,7,11
126,0,0,90,31,1
127,0,1,64,53,3
128,1,1,12,23,5
129,0,1,59,94,12
130,0,0,48,96,4
131,1,1,32,42,8
132,0,0,7,56,5
133,0,0,46,65,8
134,0,0,81,52,14
135,0,1,92,97,19
136,0,0,86,89,20
137,0,0,14,13,9
138,1,0,87,66,10
139,1,1,31,10,9
140,1,1,32,84,19
141,1,0,98,3,6
142,0,0,45,64,3
143,1,0,20,44,0
144,0,1,27,59,1
145,1,0,93,30,3
146,1,1,89,73,15
147,1,1,15,54,4
148,0,0,21,67,9
149,0,1,8,16,19
150,1,0,60,78,9
151,0,1,31,84,8
152,1,0,28,26,3
153,1,1,88,91,11
154,0,0,99,95,19
155,1,1,69,74,8
156,0,0,24,35,14
157,0,1,89,29,6
158,1,0,58,43,15
159,0,0,30,17,13
160,1,1,73,38,0
161,0,1,10,70,16
162,1,1,57,73,19
163,1,1,73,53,10
164,0,0,84,86,3
165,0,1,89,17,12
166,0,1,1,78,11
167,0,1,93,17,11
168,1,0,59,82,4
169,0,0,60,9,16
170,0,1,15,17,5
171,1,1,8,80,1
172,0,0,69,45,15
173,1,1,60,21,5
174,0,1,25,7,20
175,1,0,85,35,5
176,0,0,88,100,5
177,1,0,56,11,18
178,1,0,19,79,9
179,1,0,15,80,1
180,0,1,36,81,14
181,1,1,17,82,1
182,0,1,96,88,8
183,1,0,58,91,7
184,1,0,6,40,9
185,1,1,80,25,3
186,0,1,65,72,17
187,1,1,5,17,14
188,0,1,37,96,16
189,1,1,12,72,0
190,1,1,14,81,1
191,1,0,23,6,9
192,1,1,91,33,6
193,0,0,20,52,1
194,1,1,83,49,15
195,0,0,26,97,16
196,0,0,49,80,17
197,1,0,39,5,1
198,0,1,41,12,5
199,0,0,37,96,14
200,0,1,31,51,6
201,1,1,56,74,8
202,0,1,90,86,20
203,1,0,95,20,20
204,0,1,14,39,8
205,0,0,7,18,0
206,1,0,64,16,12
207,0,1,67,36,16
208,1,0,34,73,16
209,0,1,81,76,18
210,0,1,11,63,3
211,1,0,21,93,12
212,1,0,76,33,0
213,0,0,100,22,19
214,0,1,96,35,1
215,0,1,27,28,20
216,1,0,31,56,18
217,1,0,62,50,7
218,0,0,56,24,13
219,1,1,55,50,4
220,0,1,63,2,19
221,1,0,47,33,7
222,1,1,76,92,0
223,0,1,99,48,8
224,1,1,62,23,14
225,0,0,87,0,2
226,0,1,2,55,3
227,1,0,34,93,2
228,0,1,31,38,10
229,1,1,55,78,5
230,1,1,96,67,20
231,0,1,84,68,20
232,1,1,42,10,9
233,1,0,49,34,14
234,0,0,10,93,2
235,0,1,12,25,0
236,1,1,71,62,8
237,1,0,57,65,14
238,1,1,77,84,15
239,0,0,45,11,6
240,1,0,99,70,6
241,0,0,17,87,10
242,0,0,0,6,17
243,1,0,50,22,5
244,0,1,83,41,12
245,1,0,11,79,4
246,1,1,87,30,16
247,0,0,7,8,6
248,0,0,31,19,9
249,0,1,47,96,6
250,0,1,16,66,16
251,1,0,47,28,17
252,0,0,19,99,8
253,1,1,28,23,12
254,0,0,78,70,20
255,0,0,32,48,12
256,0,1,11,2,8
257,1,1,23,20,6
258,0,0,99,65,9
259,0,0,8,63,9
260,0,1,43,33,4
261,0,1,36,51,8
262,1,1,56,46,20
263,0,1,47,28,6
264,1,1,42,24,15
265,0,0,24,78,14
266,0,0,55,83,5
267,0,1,77,53,14
268,0,1,56,85,17
269,1,1,4,47,13
270,1,0,62,92,6
271,0,0,22,98,9
272,0,0,63,17,18
273,1,0,70,43,5
274,1,0,15,23,20
275,0,0,41,19,0
276,1,0,11,48,1
277,1,0,28,58,8
278,1,1,17,82,13
279,1,0,74,48,7
280,1,1,95,21,20
281,0,1,37,4,2
282,0,0,20,28,17
283,1,0,56,58,18
284,1,0,62,79,18
285,0,1,78,62,3
286,0,0,37,22,12
287,1,0,62,80,0
288,0,1,0,3,13
289,0,1,43,54,14
290,1,0,3,79,17
291,0,1,77,21,10
292,0,1,96,7,12
293,1,0,14,79,18
294,0,0,64,55,15
295,1,1,66,39,17
296,1,1,89,62,3
297,1,0,63,74,16
298,1,1,66,12,5
299,0,1,99,34,10
300,1,1,83,40,7
301,1,1,25,14,0
302,0,0,67,100,0
303,1,1,75,5,3
304,1,1,59,44,1
305,1,1,39,75,9
306,1,0,92,29,5
307,0,1,42,41,4
308,1,1,99,89,12
309,1,0,73,24,15
310,0,0,65,20,14
311,1,0,4,41,10
312,0,0,11,55,3
313,1,0,80,40,17
314,0,0,85,11,0
315,0,0,33,0,9
316,0,0,55,99,16
317,0,1,98,74,6
318,1,1,37,53,10
319,1,0,15,70,20
320,0,1,79,67,1
321,0,0,62,82,20
322,1,1,56,52,5
323,0,1,0,59,16
324,0,1,6,19,6
325,1,0,96,36,16
326,1,0,84,78,16
327,1,0,84,3,17
328,0,1,33,34,10
329,0,0,32,22,10
330,0,0,37,48,1
331,0,1,13,11,14
332,1,1,66,6,4
333,0,0,76,70,3
334,0,1,73,18,19
335,0,1,32,77,5
336,1,0,86,18,7
337,0,1,25,61,11
338,0,0,63,12,10
339,1,0,18,75,1
340,0,0,49,61,18
341,0,1,27,37,9
342,1,0,87,54,3
343,1,1,44,75,16
344,1,0,97,95,4
345,0,0,36,2,5
346,1,0,90,39,1
347,1,1,53,52,1
348,1,0,56,68,2
349,0,1,36,68,6
350,1,1,35,4,5
351,1,0,62,86,1
352,1,0,77,24,6
353,1,1,19,14,7
354,1,0,99,99,18
355,1,1,6,96,13
356,1,0,62,38,10
357,0,1,32,50,18
358,1,1,56,25,10
359,0,1,49,100,6
360,0,1,26,35,3
361,1,1,2,23,6
362,0,1,90,59,9
363,1,0,56,18,10
364,1,1,50,68,4
365,0,1,8,1,7
366,0,1,36,62,17
367,1,0,47,86,18
368,0,0,72,83,3
369,1,1,43,41,4
370,1,0,75,96,20
371,1,0,38,34,10
372,0,0,77,51,20
373,0,1,95,89,7
374,0,1,61,83,5
375,1,1,48,9,2
376,0,0,75,93,8
377,1,1,58,40,13
378,0,0,47,95,8
379,0,0,96,33,0
380,0,0,51,28,11
381,1,1,50,61,5
382,0,1,52,54,16
383,1,0,8,91,19
384,0,1,90,13,0
385,1,1,58,74,11
386,0,1,78,89,8
387,1,1,17,99,6
388,1,1,57,52,10
389,1,0,31,61,6
390,0,0,16,76,7
391,0,0,62,14,12
392,1,1,27,96,15
393,0,1,54,5,9
394,1,1,20,43,20
395,0,1,22,37,6
396,1,0,35,1,8
397,1,1,55,93,13
398,1,1,56,35,16
399,0,1,87,80,13
400,1,1,49,64,11
401,1,1,88,19,6
402,0,1,98,88,15
403,0,0,89,65,10
404,0,0,4,20,17
405,0,0,16,18,2
406,1,0,51,83,5
407,1,0,55,58,0
408,0,1,51,1,2
409,1,0,9,20,3
410,1,1,34,10,4
411,1,0,87,96,10
412,0,1,1,21,12
413,1,0,3,29,11
414,1,1,36,98,14
415,0,1,54,82,2
416,0,1,51,80,20
417,1,1,30,79,5
418,0,0,72,46,1
419,0,1,36,84,8
420,1,0,75,72,2
421,0,1,28,73,3
422,1,0,72,25,9
423,0,0,55,30,5
424,0,1,45,60,18
425,1,1,100,0,6
426,1,1,31,28,9
427,1,1,64,62,3
428,1,1,45,91,4
429,1,0,50,58,20
430,1,1,53,90,13
431,1,0,82,87,18
432,1,1,87,7,1
433,0,0,18,61,0
434,1,0,67,24,11
435,1,1,85,51,0
436,1,0,80,91,17
437,1,1,36,55,8
438,0,1,78,77,10
439,0,0,80,30,20
440,0,1,17,72,17
441,0,0,40,23,1
442,1,0,35,29,1
443,0,1,46,97,13
444,1,1,67,53,3
445,1,1,1,44,18
446,1,1,66,55,18
447,0,1,1,7,20
448,0,1,48,52,20
449,0,1,6,61,12
450,1,0,73,61,10
451,1,1,77,42,5
452,0,1,43,14,9
453,0,1,44,96,14
454,0,0,5,23,18
455,0,0,86,77,18
456,0,1,43,34,9
457,0,0,73,67,13
458,0,0,49,89,18
459,0,1,86,99,12
460,0,0,89,2,20
461,0,1,46,4,14
462,1,0,10,2,16
463,0,1,99,54,18
464,1,1,73,87,9
465,0,1,81,50,7
466,0,0,92,97,4
467,0,0,40,77,18
468,1,1,97,11,3
469,0,1,93,72,14
470,0,0,63,21,6
471,0,1,79,14,20
472,1,0,61,37,15
473,1,1,45,11,10
474,0,0,19,3,17
475,0,1,64,80,11
476,0,0,71,17,9
477,1,1,71,38,7
478,1,1,98,89,4
479,0,1,10,10,19
480,1,0,16,32,3
481,0,1,39,27,9
482,0,1,8,57,6
483,1,0,69,18,18
484,0,0,87,5,1
485,0,1,98,3,0
486,0,1,90,54,15
487,0,1,40,61,13
488,1,0,95,30,2
489,1,0,15,0,19
490,1,1,73,8,6
491,1,1,15,86,11
492,0,0,96,1,19
493,1,1,15,80,16
494,1,0,62,94,0
495,0,0,43,59,13
496,0,1,23,57,16
497,1,1,34,32,1
498,0,1,26,95,9
499,1,0,68,7,13
500,0,1,2,0,16
501,0,1,46,94,9
502,1,1,89,97,16
503,1,1,5,66,17
504,0,0,56,12,14
505,1,0,60,62,2
506,1,1,80,68,8
507,0,0,96,68,6
508,1,1,94,52,6
509,1,0,17,90,16
510,0,1,20,71,17
511,0,0,92,87,1
512,1,1,90,89,18
513,0,1,19,59,16
514,0,1,100,100,14
515,1,0,92,82,8
516,0,0,14,2,18
517,1,0,92,26,13
518,1,1,42,92,7
519,1,1,69,44,17
520,0,1,97,65,0
521,1,0,29,51,4
522,0,1,83,2,7
523,0,0,92,33,2
524,1,1,44,92,13
525,1,1,75,7,19
526,0,0,43,15,14
527,0,0,45,27,17
528,1,1,77,4,11
529,0,0,21,42,17
530,0,0,91,58,19
531,0,0,93,33,5
532,1,0,94,4,8
533,0,0,86,59,16
534,0,1,19,59,12
535,1,1,25,44,6
536,1,1,39,51,5
537,0,1,22,35,10
538,1,0,43,66,14
539,1,0,60,75,8
540,0,1,70,59,4
541,1,0,40,97,18
542,1,0,51,34,19
543,0,0,87,35,18
544,0,0,70,80,8
545,1,0,67,6,18
546,1,1,22,22,14
547,1,1,66,93,10
548,0,1,76,48,11
549,0,1,81,91,13
550,0,0,74,9,2
551,0,0,84,60,18
552,0,1,38,27,15
553,1,0,68,55,14
554,1,1,70,68,13
555,0,0,82,68,7
556,1,0,68,86,1
557,0,1,29,57,19
558,1,1,95,69,2
559,0,1,65,24,6
560,1,1,64,68,6
561,0,1,22,99,19
562,1,1,72,32,13
563,0,0,7,73,14
564,1,1,79,94,20
565,0,1,64,33,17
566,0,1,19,24,19
567,0,0,20,69,7
568,0,0,3,34,4
569,1,1,69,44,19
570,1,0,4,18,19
571,0,1,90,30,19
572,1,1,88,14,10
573,0,1,6,12,5
574,0,1,79,35,7
575,1,0,36,35,12
576,0,1,2,66,6
577,1,1,63,17,0
578,0,1,31,13,4
579,0,1,79,21,10
580,1,0,70,81,6
581,1,1,73,15,16
582,1,0,74,41,8
583,1,1,27,94,6
584,0,1,67,47,4
585,0,0,50,81,13
586,0,0,65,76,2
587,0,0,81,74,9
588,0,0,16,73,9
589,0,1,40,7,13
590,0,0,95,81,2
591,0,0,9,0,20
592,1,1,49,56,13
593,0,0,51,64,5
594,1,1,58,66,5
595,0,0,75,55,3
596,1,0,38,26,11
597,1,1,9,5,17
598,0,0,76,23,19
599,0,0,15,44,18
600,0,1,60,42,15
601,1,1,92,80,9
602,0,0,54,84,3
603,1,0,86,65,6
604,0,0,31,89,7
605,0,0,37,94,16
606,1,0,55,47,18
607,1,0,90,81,1
608,0,0,89,84,3
609,1,0,15,42,2
610,0,0,16,9,14
611,1,1,58,2,7
612,0,1,7,31,6
613,0,0,3,48,15
614,1,1,19,66,14
615,1,1,99,65,6
616,1,0,32,76,0
617,0,0,60,76,17
618,0,1,29,17,3
619,1,1,26,34,3
620,1,1,60,78,12
621,0,0,21,70,6
622,1,1,20,74,17
623,0,1,37,93,14
624,0,0,33,19,14
625,1,0,13,38,19
626,0,1,24,41,16
627,0,0,31,66,5
628,0,0,37,66,1
629,0,1,3,4,3
630,1,1,38,5,6
631,0,1,39,2,17
632,1,0,17,42,19
633,0,0,36,7,14
634,1,1,23,54,12
635,1,1,25,63,14
636,1,1,91,69,10
637,1,0,57,78,0
638,1,0,61,40,7
639,0,1,79,75,20
640,1,1,43,15,17
641,1,1,76,28,20
642,1,0,57,73,11
643,0,0,78,37,2
644,1,0,61,45,17
645,1,0,2,13,13
646,0,0,53,41,5
647,0,1,76,63,4
648,0,0,56,18,5
649,1,0,93,93,10
650,1,1,62,5,17
651,1,0,86,50,15
652,0,0,0,94,4
653,0,1,76,2,17
654,0,0,60,46,9
655,1,1,92,0,8
656,0,0,53,100,3
657,1,1,5,2,10
658,1,0,7,58,10
659,1,1,93,15,1
660,0,1,12,89,16
661,0,0,18,17,10
662,1,0,57,77,15
663,0,0,62,79,10
664,0,0,10,27,11
665,0,1,32,46,0
666,1,1,87,21,18
667,0,0,48,75,3
668,1,1,40,96,14
669,0,0,12,54,2
670,0,1,62,96,12
671,0,1,19,57,2
672,1,1,56,4,19
673,1,0,50,6,16
674,0,0,63,16,2
675,1,1,1,29,12
676,1,0,52,39,3
677,0,1,10,26,8
678,1,1,23,75,13
679,0,0,41,49,4
680,0,0,83,66,15
681,0,1,42,92,15
682,1,1,67,13,13
683,1,0,71,7,12
684,1,0,89,18,20
685,0,1,38,12,13
686,0,1,62,55,2
687,0,1,86,70,11
688,1,0,28,39,3
689,1,0,39,60,18
690,1,1,90,48,6
691,0,0,23,58,11
692,1,0,4,61,19
693,0,0,53,83,5
694,1,1,89,28,6
695,1,0,85,93,15
696,0,0,64,8,20
697,1,1,29,98,1
698,1,0,52,89,14
699,1,1,8,58,10
700,0,1,93,5,14
701,0,0,63,93,6
702,1,0,85,17,18
703,0,0,58,97,17
704,1,1,63,39,6
705,1,1,4,48,8
706,1,0,76,47,11
707,0,0,90,90,6
708,0,0,35,76,2
709,1,1,100,39,16
710,1,0,44,72,7
711,1,1,27,4,19
712,0,1,29,15,13
713,1,0,2,96,19
714,0,0,31,78,5
715,0,1,12,13,8
716,1,0,46,48,12
717,1,0,67,54,6
718,1,0,87,2,17
719,1,1,68,84,12
720,1,1,43,82,19
721,1,1,41,74,8
722,0,0,80,28,16
723,1,1,73,51,11
724,0,0,48,99,13
725,1,1,83,47,15
726,0,0,69,50,9
727,0,0,66,32,2
728,1,1,43,65,18
729,0,1,81,94,17
730,0,0,67,32,6
731,1,0,78,2,10
732,1,1,83,47,13
733,1,1,70,97,8
734,0,1,91,90,8
735,1,0,69,17,4
736,0,0,68,72,14
737,1,0,23,14,4
738,0,0,68,75,19
739,1,0,55,91,6
740,1,1,49,47,7
741,1,0,71,7,5
742,0,0,70,85,5
743,0,1,7,66,2
744,1,1,17,2,17
745,1,0,63,33,11
746,0,1,15,12,3
747,1,1,9,15,18
748,1,0,81,8,15
749,0,1,82,28,0
750,0,0,53,55,2
751,1,1,1,51,2
752,1,1,30,48,4
753,1,0,91,36,4
754,1,0,96,1,0
755,1,1,38,61,18
756,1,1,28,57,6
757,0,1,4,44,9
758,1,0,12,3,19
759,1,1,46,57,7
760,1,0,69,72,19
761,1,1,17,41,7
762,0,0,40,99,20
763,0,0,55,90,5
764,0,1,60,5,10
765,1,0,64,73,20
766,1,0,37,28,6
767,0,0,56,93,1
768,1,0,14,32,19
769,0,0,66,62,12
770,0,0,24,57,4
771,0,0,17,33,2
772,0,0,73,79,12
773,1,0,77,80,1
774,1,1,24,67,13
775,1,0,17,79,17
776,0,0,53,89,20
777,1,1,71,88,0
778,1,0,81,53,3
779,1,0,30,56,17
780,0,0,84,63,12
781,1,0,33,78,19
782,1,1,94,14,7
783,0,0,68,40,14
784,0,1,79,75,12
785,1,0,47,35,5
786,1,0,99,91,8
787,1,1,91,67,8
788,1,0,9,27,4
789,0,0,0,71,7
790,0,0,16,63,17
791,0,1,46,77,13
792,0,0,66,80,0
793,1,0,66,34,6
794,1,0,87,40,20
795,1,0,28,35,14
796,1,0,60,80,3
797,0,1,25,87,7
798,0,0,45,30,14
799,0,0,11,17,18
800,1,0,98,93,10
801,0,0,5,2,18
802,0,0,25,1,18
803,1,1,4,25,9
804,1,1,7,64,17
805,0,0,81,99,12
806,0,1,10,78,14
807,1,1,22,73,19
808,1,1,3,34,0
809,0,0,93,66,18
810,0,1,15,81,14
811,0,0,87,89,6
812,1,0,58,15,7
813,1,0,93,94,19
814,0,1,9,7,6
815,1,0,9,51,14
816,1,0,99,70,4
817,1,0,77,1,11
818,0,1,30,78,12
819,0,0,22,22,5
820,1,1,93,19,19
821,0,0,72,76,8
822,1,0,70,74,17
823,1,0,16,36,3
824,1,1,57,10,15
825,1,1,88,100,2
826,0,1,39,58,10
827,1,1,86,90,15
828,1,1,91,90,5
829,0,1,40,54,15
830,0,1,9,31,14
831,1,1,50,37,13
832,0,1,6,21,19
833,1,1,66,35,17
834,0,1,25,32,10
835,1,0,41,9,4
836,1,0,13,5,16
837,0,1,31,63,0
838,1,1,57,11,12
839,0,0,62,92,17
840,0,0,15,20,7
841,0,0,47,69,15
842,0,1,4,65,3
843,0,0,5,38,20
844,0,1,87,31,20
845,1,1,32,54,15
846,1,1,97,24,1
847,0,1,23,22,3
848,0,0,68,98,13
849,1,1,70,23,9
850,1,0,35,74,13
851,1,1,42,84,4
852,0,0,98,6,5
853,1,1,76,59,0
854,0,1,81,53,11
855,0,0,30,47,7
856,1,1,78,83,19
857,1,0,83,66,18
858,1,0,56,26,18
859,1,0,22,69,13
860,1,1,60,63,16
861,0,1,93,48,11
862,1,0,86,67,5
863,0,0,31,55,0
864,0,0,27,59,17
865,0,0,81,43,17
866,1,1,34,46,19
867,0,0,49,40,4
868,0,0,73,18,3
869,1,1,76,84,15
870,0,0,37,47,15
871,0,0,84,24,15
872,0,0,37,61,20
873,0,0,65,92,11
874,0,0,90,56,11
875,0,0,44,48,5
876,1,1,7,31,7
877,0,1,68,25,3
878,1,0,47,32,15
879,0,0,91,22,5
880,1,1,4,89,18
881,0,1,76,82,0
882,0,0,29,28,5
883,0,1,12,83,9
884,1,1,13,4,12
885,0,0,70,49,3
886,1,1,71,91,20
887,0,0,50,73,11
888,1,1,83,65,5
889,1,0,98,56,16
890,1,0,95,86,16
891,1,1,69,16,19
892,0,0,100,70,17
893,1,0,78,8,2
894,1,0,65,73,5
895,0,1,47,60,11
896,1,1,8,52,17
897,0,1,9,72,4
898,0,0,60,16,12
899,0,0,60,15,5
900,1,0,92,61,17
901,1,1,45,53,11
902,0,1,27,25,0
903,1,0,1,60,12
904,0,1,98,46,8
905,1,1,47,32,8
906,1,1,23,62,10
907,0,1,87,80,10
908,1,0,31,16,10
909,1,0,15,41,5
910,0,1,88,98,4
911,0,1,25,96,3
912,0,1,42,92,16
913,1,0,53,90,11
914,1,0,61,77,8
915,1,0,59,99,4
916,0,1,9,24,11
917,0,0,5,81,0
918,1,0,90,100,15
919,0,1,78,74,3
920,0,0,88,15,3
921,1,1,70,24,4
922,1,0,94,63,1
923,0,0,50,73,7
924,1,1,90,33,1
925,0,0,68,53,7
926,0,0,19,24,3
927,1,0,59,3,0
928,0,0,77,64,10
929,1,1,0,70,15
930,0,1,35,39,7
931,0,0,89,65,17
932,0,1,99,35,20
933,1,0,63,66,9
934,1,1,11,8,6
935,0,0,10,51,3
936,0,1,89,70,1
937,0,1,81,28,15
938,0,0,12,48,19
939,1,0,74,24,2
940,0,1,46,20,4
941,0,0,33,21,15
942,1,0,17,34,10
943,1,0,27,58,17
944,1,0,56,62,11
945,0,1,87,19,6
946,0,1,79,21,13
947,1,1,59,10,13
948,0,1,91,2,18
949,0,1,0,52,5
950,1,1,45,99,3
951,0,0,24,80,13
952,1,0,82,66,7
953,0,0,7,53,16
954,0,0,59,13,4
955,1,0,35,85,17
956,1,0,87,99,11
957,0,0,45,0,19
958,1,0,37,17,17
959,0,0,2,88,10
960,1,1,44,30,9
961,0,0,94,45,6
962,1,0,80,23,14
963,0,0,66,72,18
964,1,0,15,31,1
965,0,0,68,7,16
966,1,0,6,99,6
967,1,0,45,68,6
968,0,1,24,31,4
969,1,0,81,61,13
970,1,0,31,59,12
971,0,0,34,10,10
972,1,0,70,4,17
973,0,0,81,34,20
974,1,1,36,70,10
975,0,0,50,78,19
976,1,0,4,50,8
977,1,0,65,45,16
978,1,0,13,44,18
979,0,1,49,8,14
980,1,0,66,41,2
981,0,0,89,2,14
982,1,1,24,10,16
983,1,0,1,10,4
984,1,0,79,9,13
985,0,1,21,32,9
986,1,0,93,52,5
987,0,1,19,35,14
988,1,1,100,57,4
989,1,0,69,6,5
990,0,0,82,25,9
991,1,1,76,27,13
992,1,0,25,41,12
993,0,1,98,96,1
994,0,0,56,36,18
995,1,0,26,11,9
996,0,0,65,2,17
997,1,0,47,11,9
998,0,1,44,49,3
999,1,1,58,19,15
1000,0,0,82,54,10
1001,0,1,62,93,8
1002,0,0,65,12,7
1003,1,0,57,89,16
1004,0,0,63,36,13
1005,1,0,7,10,9
1006,0,0,68,46,11
1007,0,1,19,41,8
1008,1,1,10,63,15
1009,1,0,53,32,17
1010,1,1,89,46,10
1011,1,1,13,93,12
1012,1,0,68,17,6
1013,0,0,94,96,11
1014,0,0,34,50,20
1015,0,0,38,15,15
1016,0,0,59,76,13
1017,1,1,55,79,4
1018,0,1,3,26,8
1019,1,1,22,32,12
1020,0,1,51,57,6
1021,1,1,77,90,1
1022,1,1,54,61,12
1023,0,1,96,3,4
1024,0,0,52,41,8
1025,1,0,24,55,3
1026,1,1,45,79,6
1027,1,1,38,49,3
1028,1,1,66,52,10
1029,1,0,25,68,19
1030,0,1,98,71,1
1031,0,1,57,8,20
1032,1,0,46,82,10
1033,0,1,65,98,17
1034,1,0,92,23,6
1035,1,0,93,66,7
1036,1,1,63,12,13
1037,0,0,4,48,0
1038,0,1,44,51,8
1039,0,1,4,79,4
1040,0,1,21,95,0
1041,0,1,4,16,13
1042,1,0,95,21,20
1043,1,0,75,3,14
1044,1,0,54,63,20
1045,1,0,24,89,9
1046,1,1,19,25,0
1047,1,0,70,13,1
1048,1,0,24,84,8
1049,1,1,70,8,13
1050,1,0,73,39,5
1051,1,0,77,80,6
1052,1,0,15,20,20
1053,1,1,85,4,7
1054,1,1,64,3,9
1055,0,0,76,8,1
1056,0,1,9,20,11
1057,0,1,84,5,10
1058,0,1,52,5,5
1059,1,1,60,49,16
1060,0,1,12,79,20
1061,1,1,96,24,0
1062,1,0,93,95,16
1063,0,0,21,71,18
1064,0,1,62,15,19
1065,0,0,36,79,4
1066,1,1,93,84,2
1067,0,0,49,6,11
1068,1,1,63,71,14
1069,0,0,53,72,15
1070,0,1,80,99,13
1071,0,0,52,67,19
1072,1,1,11,53,13
1073,1,1,77,17,15
1074,0,0,40,99,12
1075,0,0,97,18,11
1076,0,1,65,27,2
1077,0,0,24,18,13
1078,0,1,89,36,11
1079,0,0,48,78,2
1080,1,1,40,94,18
1081,1,1,6,28,8
1082,0,0,31,59,14
1083,1,0,40,5,13
1084,0,1,76,16,5
1085,0,1,100,13,8
1086,1,0,63,90,16
1087,1,0,34,45,12
1088,0,0,4,94,15
1089,1,0,99,17,6
1090,0,1,31,87,13
1091,0,1,91,57,20
1092,0,0,68,67,8
1093,0,0,82,81,8
1094,1,1,58,13,9
1095,0,0,2,65,18
1096,1,0,77,39,9
1097,1,0,42,4,7
1098,1,0,53,10,14
1099,1,1,65,33,12
1100,1,1,55,77,12
1101,0,0,31,66,13
1102,0,1,10,24,1
1103,1,1,2,74,19
1104,0,0,90,62,5
1105,0,0,70,53,19
1106,1,0,84,50,19
1107,1,0,72,72,3
1108,0,0,45,19,16
1109,0,1,59,61,7
1110,0,0,68,31,3
1111,0,1,31,33,18
1112,1,0,98,21,0
1113,1,0,57,46,15
1114,0,0,85,59,20
1115,0,0,7,55,16
1116,1,1,11,11,13
1117,0,0,30,38,3
1118,0,0,45,21,10
1119,1,0,22,29,8
1120,0,0,91,99,10
1121,0,1,17,42,7
1122,0,1,84,58,6
1123,1,0,79,25,0
1124,1,0,87,1,4
1125,1,1,32,68,2
1126,0,1,20,29,1
1127,1,0,43,0,8
1128,1,1,79,2,7
1129,0,1,46,29,19
1130,1,0,59,38,14
1131,1,1,38,84,7
1132,1,1,16,59,13
1133,1,1,76,3,8
1134,0,1,62,5,0
1135,1,1,79,0,6
1136,0,0,41,6,2
1137,1,0,38,60,7
1138,0,1,95,21,16
1139,0,1,26,3,0
1140,1,0,60,54,8
1141,0,1,16,18,14
1142,0,0,40,31,0
1143,0,0,5,86,12
1144,1,1,86,72,5
1145,0,1,86,48,18
1146,0,1,77,30,5
1147,0,0,95,20,19
1148,1,0,59,5,16
1149,0,0,60,94,9
