,avail,forcast_avail,bottom_level,top_level,percentage
113,1,0,39,18,29
114,0,1,5,49,0
115,0,0,93,84,0
116,0,1,17,9,0
117,1,0,6,4,0
118,1,0,7,86,0
119,1,1,38,71,0
120,1,0,36,4,2
121,0,1,98,3,20
122,0,1,61,93,0
123,0,1,37,94,0
124,1,1,97,99,0
125,0,0,63,76,0
126,0,0,99,2,9
127,1,1,28,38,0
128,0,1,75,37,7
129,1,1,93,21,12
130,0,1,3,72,0
131,1,1,5,53,0
132,1,1,76,16,26
133,0,1,85,95,0
134,0,0,43,70,0
135,1,1,59,29,20
136,1,0,52,50,3
137,0,1,72,73,0
138,1,0,58,22,6
139,0,0,93,71,0
140,0,1,19,6,0
141,0,1,91,75,0
142,1,0,53,79,0
143,0,1,48,61,7
144,0,0,92,19,28
145,1,0,71,35,5
146,1,0,5,29,0
147,1,1,25,16,0
148,1,0,91,19,0
149,1,0,3,99,0
150,1,0,12,41,0
151,1,1,13,5,0
152,1,1,2,90,0
153,0,1,27,38,0
154,0,1,82,35,21
155,1,0,88,9,24
156,1,0,4,36,0
157,0,0,4,54,0
158,0,0,67,27,26
159,1,0,75,9,22
160,1,0,58,63,4
161,0,1,19,14,0
162,0,0,73,0,30
163,0,0,10,24,0
164,1,0,42,12,24
165,0,1,46,99,0
166,0,1,34,87,0
167,0,1,84,63,3
168,0,1,9,69,0
169,0,1,64,23,5
170,0,0,45,88,0
171,0,1,91,31,29
172,0,0,52,18,6
173,0,1,9,17,0
174,1,1,70,25,1
175,1,1,21,39,0
176,1,0,64,90,0
177,1,0,67,97,0
178,0,0,33,73,0
179,0,0,21,46,0
180,0,0,54,98,0
181,1,1,26,34,0
182,0,0,18,98,0
183,0,1,85,3,8
184,0,1,95,15,3
185,0,0,99,63,27
186,1,0,97,5,17
187,1,0,38,65,24
188,0,0,42,72,0
189,1,0,54,31,16
190,0,1,9,41,0
191,1,0,54,4,18
192,0,1,25,22,0
193,0,0,69,25,0
194,1,1,43,49,9
195,1,0,59,91,0
196,0,1,20,78,0
197,1,1,10,40,0
198,0,0,7,16,0
199,0,1,40,88,0
200,0,1,29,52,0
201,1,0,49,16,15
202,1,0,36,89,0
203,0,0,40,16,9
204,0,0,24,3,0
205,1,1,5,89,0
206,1,1,13,0,0
207,0,1,98,76,0
208,1,0,71,77,0
209,1,1,52,55,24
210,1,1,29,7,0
211,1,0,73,53,20
212,0,0,3,25,0
213,1,0,22,68,0
214,0,1,27,47,0
215,1,1,39,1,21
216,0,1,6,0,0
217,0,1,70,80,0
218,1,1,88,78,0
219,1,1,56,90,0
220,1,1,13,93,0
221,0,0,88,36,12
222,1,1,13,100,0
223,1,0,13,57,0
224,1,0,33,86,0
225,0,1,36,9,7
226,1,0,72,75,0
227,0,1,80,90,0
228,1,0,86,76,0
229,1,1,3,44,0
230,1,0,90,48,9
231,0,0,42,68,23
232,0,0,12,48,0
233,0,0,31,50,15
234,0,1,17,12,0
235,1,0,61,33,22
236,1,1,43,99,0
237,0,1,86,35,0
238,0,0,68,78,0
239,0,1,85,47,8
240,0,1,84,13,7
241,0,0,91,16,27
242,0,1,9,77,0
243,0,0,96,76,0
244,1,0,82,39,2
245,1,0,13,18,0
246,1,1,84,16,17
247,0,1,52,65,25
248,1,0,66,60,24
249,0,0,33,33,25
250,0,0,64,22,29
251,1,1,70,58,10
252,0,1,76,54,25
253,1,1,48,38,12
254,0,0,97,97,0
255,0,0,7,100,0
256,0,0,46,80,0
257,1,1,83,16,4
258,0,1,84,68,24
259,0,1,33,77,0
260,1,1,9,33,0
261,1,1,31,22,26
262,0,0,97,10,26
263,0,1,60,97,0
264,1,1,23,4,0
265,0,1,6,33,0
266,1,1,37,92,0
267,0,0,66,28,21
268,0,1,80,99,0
269,1,0,20,5,0
270,1,1,66,44,8
271,1,1,86,30,28
272,0,1,91,55,27
273,0,0,8,81,0
274,0,0,12,97,0
275,0,1,65,19,21
276,0,1,100,9,30
277,0,0,69,34,5
278,1,0,4,58,0
279,1,0,25,38,0
280,0,1,41,11,6
281,1,1,15,53,0
282,0,0,7,32,0
283,1,1,93,80,0
284,0,1,51,13,18
285,0,0,71,56,9
286,0,0,14,74,0
287,0,1,56,13,30
288,1,0,62,87,0
289,1,1,90,15,0
290,1,1,30,53,0
291,0,0,33,73,0
292,0,0,89,31,11
293,1,1,83,74,0
294,0,0,48,20,10
295,1,0,92,85,0
296,1,0,39,66,8
297,1,0,21,70,0
298,0,0,30,48,0
299,0,1,22,28,0
300,0,1,49,79,0
301,0,0,80,32,4
302,0,0,71,34,9
303,1,1,38,4,2
304,0,1,55,80,0
305,0,1,62,13,1
306,0,0,20,8,0
307,1,0,96,6,27
308,1,0,23,19,0
309,0,1,12,100,0
310,1,1,73,71,0
311,1,1,5,93,0
312,0,0,2,85,0
313,0,0,16,93,0
314,0,1,8,32,0
315,0,1,85,79,0
316,1,0,80,29,3
317,0,1,39,41,25
318,0,1,24,50,0
319,1,0,6,90,0
320,0,1,75,52,3
321,0,0,78,63,27
322,0,1,68,62,9
323,1,0,64,63,3
324,1,1,7,24,0
325,1,0,47,27,4
326,1,1,42,7,3
327,1,1,26,1,0
328,1,0,94,12,3
329,1,0,48,7,5
330,0,1,26,78,0
331,0,0,44,37,20
332,0,1,98,19,16
333,0,1,41,30,0
334,0,0,98,42,16
335,1,1,62,12,3
336,1,0,62,91,0
337,0,1,3,98,0
338,1,0,8,29,0
339,1,1,49,4,28
340,0,1,2,35,0
341,0,0,90,54,22
342,0,1,16,82,0
343,0,1,86,92,0
344,0,1,10,50,0
345,1,0,65,54,15
346,1,1,28,44,0
347,0,1,42,60,19
348,0,1,45,42,9
349,1,0,46,90,0
350,0,1,62,83,0
351,1,0,76,97,0
352,1,1,36,98,0
353,0,0,60,18,30
354,1,1,87,7,11
355,1,1,51,96,0
356,0,0,66,97,0
357,0,1,39,1,28
358,1,1,58,8,19
359,0,0,69,53,29
360,1,0,68,36,4
361,1,1,91,12,22
362,0,1,100,70,0
363,1,0,48,97,0
364,1,0,36,2,10
365,0,1,77,63,18
366,0,0,3,1,0
367,0,0,33,28,11
368,0,0,46,37,22
369,1,1,69,20,2
370,0,0,58,84,0
371,1,0,90,21,25
372,0,1,49,18,29
373,1,0,36,42,8
374,1,0,24,67,0
375,1,0,75,18,26
376,1,0,21,50,0
377,1,1,70,80,0
378,0,0,98,85,0
379,0,1,87,5,21
380,0,1,97,38,25
381,0,0,8,76,0
382,0,1,17,100,0
383,0,0,10,19,0
384,0,1,0,82,0
385,1,1,5,80,0
386,1,0,12,15,0
387,0,0,25,50,0
388,1,1,78,39,7
389,0,1,56,13,30
390,1,0,45,0,24
391,1,0,85,3,5
392,0,0,27,96,0
393,0,1,95,26,5
394,0,0,79,32,30
395,0,0,63,74,0
396,1,1,95,81,0
397,1,0,21,60,0
398,1,1,9,44,0
399,0,1,50,42,28
400,1,1,1,26,0
401,1,1,1,92,0
402,1,1,43,85,0
403,0,1,87,22,26
404,0,0,9,81,0
405,0,1,71,37,4
406,1,0,82,74,0
407,1,1,98,59,29
408,1,0,80,100,0
409,0,1,8,42,0
410,0,0,44,48,0
411,1,0,54,49,12
412,0,0,31,41,12
413,0,0,97,4,12
414,0,0,60,89,0
415,0,0,0,11,0
416,0,1,55,29,1
417,0,0,94,83,0
418,1,0,68,28,22
419,1,1,96,76,0
420,0,0,24,58,0
421,1,0,59,78,0
422,1,0,48,43,9
423,0,0,90,54,3
424,1,1,22,63,0
425,0,1,57,82,0
426,0,1,68,35,8
427,0,0,55,21,23
428,1,0,2,73,0
429,0,0,75,82,0
430,0,1,77,51,6
431,1,1,24,25,0
432,1,1,14,2,0
433,1,0,22,0,0
434,0,1,32,3,20
435,1,1,69,60,15
436,1,0,7,40,0
437,1,0,53,96,0
438,1,0,28,11,0
439,0,1,36,76,0
440,0,0,93,86,0
441,0,1,22,68,0
442,0,1,51,41,21
443,0,1,76,10,3
444,1,0,40,63,0
445,1,1,72,67,26
446,1,1,77,39,22
447,0,1,76,48,0
448,0,0,89,5,19
449,1,0,69,3,20
450,0,0,61,98,0
451,1,0,20,29,0
452,1,0,7,57,0
453,0,0,45,96,0
454,1,0,24,11,0
455,0,0,84,67,12
456,1,1,72,30,4
457,0,0,98,59,29
458,1,1,26,85,0
459,1,1,92,43,1
460,1,1,56,77,0
461,1,0,82,67,29
462,1,0,61,58,14
463,0,0,88,90,0
464,1,0,0,62,0
465,1,1,39,70,0
466,1,1,93,9,10
467,1,0,43,56,2
468,0,0,19,55,0
469,0,1,44,91,0
470,1,0,38,51,4
471,0,1,49,66,20
472,0,0,56,38,2
473,0,0,24,41,0
474,0,0,11,11,0
475,1,1,17,22,0
476,0,0,59,61,10
477,0,0,7,11,0
478,1,1,70,92,0
479,0,1,28,86,0
480,1,0,41,47,2
481,1,1,51,24,22
482,0,1,50,14,16
483,0,1,10,85,0
484,0,1,82,89,0
485,1,0,30,48,0
486,1,0,97,71,0
487,0,0,50,96,0
488,1,0,20,52,0
489,0,1,71,87,0
490,0,0,52,0,22
491,0,1,78,33,3
492,0,0,100,12,23
493,1,0,50,87,0
494,1,0,37,11,22
495,0,1,50,54,27
496,0,1,87,23,6
497,0,0,86,90,0
498,0,0,0,94,0
499,0,0,51,46,8
500,1,1,25,20,0
501,1,1,12,14,0
502,0,0,10,45,0
503,1,0,98,49,9
504,1,1,28,14,0
505,1,0,52,4,24
506,0,1,28,99,0
507,1,1,84,60,1
508,1,1,73,16,11
509,1,0,2,82,0
510,1,1,31,8,0
511,0,1,0,25,0
512,0,0,50,42,22
513,0,0,2,5,0
514,0,1,9,39,0
515,0,0,67,20,25
516,0,1,71,35,22
517,0,0,86,32,26
518,1,0,72,66,27
519,1,0,84,73,0
520,0,0,91,48,13
521,0,1,97,27,25
522,1,1,6,45,0
523,1,0,80,66,29
524,1,0,30,71,0
525,0,1,80,37,22
526,1,1,90,67,2
527,1,1,18,63,0
528,1,0,28,38,0
529,1,0,74,28,7
530,1,1,44,56,29
531,0,1,85,21,6
532,1,0,86,5,17
533,1,0,71,85,0
534,0,0,53,57,2
535,0,1,95,63,11
536,1,1,33,88,0
537,0,1,88,16,0
538,0,0,29,16,0
539,1,1,37,20,1
540,1,1,71,66,8
541,0,1,34,44,17
542,1,1,30,2,0
543,1,0,10,61,0
544,1,1,61,98,0
545,1,0,27,52,0
546,1,1,99,90,0
547,0,0,79,32,19
548,0,1,15,42,0
549,1,1,20,15,0
550,1,0,87,71,0
551,0,0,42,8,21
552,0,0,43,32,28
553,0,0,59,41,20
554,0,1,85,61,19
555,1,1,63,81,0
556,0,0,41,84,0
557,0,0,13,90,0
558,0,1,36,56,17
559,0,1,56,74,0
560,0,1,82,96,0
561,1,0,24,9,0
562,0,0,90,73,0
563,0,0,11,26,0
564,1,1,22,31,0
565,0,0,90,20,8
566,1,1,88,33,30
567,1,1,81,6,18
568,0,0,77,7,17
569,1,0,25,76,0
570,0,1,99,13,6
571,0,1,73,82,0
572,0,0,69,60,8
573,1,0,34,80,0
574,1,1,85,6,2
575,1,1,48,64,22
576,1,1,86,37,19
577,0,0,51,40,30
578,0,1,96,29,4
579,0,0,16,54,0
580,1,0,25,12,0
581,1,1,69,88,0
582,1,1,60,37,28
583,1,1,6,9,0
584,0,0,45,94,0
585,1,1,82,84,0
586,1,0,46,14,19
587,0,0,42,49,19
588,1,1,8,11,0
589,0,1,25,51,0
590,0,1,82,30,3
591,0,1,36,81,0
592,1,0,78,45,5
593,1,0,58,74,0
594,0,1,68,97,0
595,0,1,10,73,0
596,1,0,57,15,27
597,0,0,54,70,0
598,1,0,24,34,0
599,1,0,28,58,0
600,0,1,65,97,0
601,1,0,16,45,0
602,0,1,60,99,0
603,0,1,47,100,0
604,0,1,24,98,0
605,1,0,68,10,5
606,1,0,87,61,29
607,1,1,94,43,11
608,0,0,33,26,7
609,1,0,50,35,7
610,1,1,6,79,0
611,0,0,10,23,0
612,1,0,75,21,10
613,1,0,16,26,0
614,0,0,39,38,14
615,0,0,82,60,22
616,0,1,23,39,0
617,1,1,96,63,4
618,0,0,72,52,2
619,0,1,10,15,0
620,1,0,95,89,0
621,1,0,91,54,15
622,0,0,93,55,30
623,0,0,100,76,0
624,0,1,81,70,0
625,0,0,17,1,0
626,1,1,79,44,21
627,1,0,19,100,0
628,1,0,92,5,15
629,1,0,51,18,18
630,1,1,1,22,0
631,0,1,96,1,5
632,0,0,83,88,0
633,0,0,43,40,10
634,1,1,53,81,0
635,0,0,84,19,20
636,0,1,81,61,5
637,1,0,36,27,16
638,0,1,25,1,0
639,0,0,18,62,0
640,0,0,13,44,0
641,0,1,36,14,28
642,0,1,96,84,0
643,1,0,25,10,0
644,1,0,38,53,16
645,1,0,3,28,0
646,0,0,71,6,14
647,0,0,74,1,3
648,0,1,85,2,3
649,0,0,31,2,16
650,1,1,73,71,0
651,0,0,45,65,25
652,1,0,22,36,0
653,1,0,74,2,11
654,0,0,92,36,23
655,0,1,27,38,0
656,1,0,59,40,21
657,1,0,76,22,21
658,0,1,72,51,11
659,0,1,78,84,0
660,0,0,30,3,0
661,1,1,82,26,6
662,1,0,15,85,0
663,1,0,94,85,0
664,0,0,28,37,0
665,0,1,31,100,0
666,0,1,97,26,24
667,1,0,82,93,0
668,0,0,47,65,8
669,1,0,1,62,0
670,0,1,8,22,0
671,1,0,53,36,10
672,1,1,12,47,0
673,1,1,59,39,6
674,0,0,41,42,20
675,1,1,98,51,3
676,1,0,100,12,12
677,0,1,14,97,0
678,1,1,90,91,0
679,0,1,36,17,4
680,1,0,72,53,16
681,0,0,31,81,0
682,1,0,77,1,21
683,1,0,48,74,0
684,1,0,40,66,23
685,0,1,93,89,0
686,1,1,34,23,9
687,1,0,8,33,0
688,1,1,10,66,0
689,1,0,44,10,25
690,0,1,36,85,0
691,1,1,77,38,20
692,1,0,45,8,0
693,1,0,79,52,7
694,1,0,76,45,30
695,0,0,12,29,0
696,1,1,64,26,29
697,1,0,18,20,0
698,0,1,27,4,0
699,0,1,4,15,0
700,0,1,31,22,7
701,0,0,42,10,19
702,1,0,63,79,0
703,0,1,31,61,21
704,1,0,68,2,20
705,0,1,13,17,0
706,0,1,45,94,0
707,0,1,78,64,6
708,1,0,84,70,0
709,1,1,97,28,16
710,0,1,34,72,0
711,0,0,59,6,13
712,1,1,12,40,0
713,0,1,34,45,7
714,1,0,86,54,24
715,1,1,79,89,0
716,1,0,13,68,0
717,1,1,80,24,14
718,0,1,58,90,0
719,0,1,68,67,5
720,1,0,95,45,11
721,0,0,69,40,8
722,0,1,27,84,0
723,1,0,13,75,0
724,1,0,46,73,0
725,1,1,34,92,0
726,0,1,36,40,4
727,1,0,25,21,0
728,1,0,60,97,0
729,0,0,21,47,0
730,1,0,39,7,22
731,0,0,96,77,0
732,1,0,83,58,18
733,1,1,52,93,0
734,1,0,22,64,0
735,1,1,89,43,26
736,1,1,37,94,0
737,0,1,30,94,0
738,0,1,3,89,0
739,1,1,63,95,0
740,1,0,75,76,0
741,1,0,11,0,0
742,0,0,80,24,2
743,1,0,67,71,0
744,1,0,50,29,3
745,0,0,34,8,14
746,1,1,25,63,0
747,1,1,74,27,10
748,1,0,83,72,0
749,1,1,62,50,2
750,1,1,98,0,22
751,0,0,23,94,0
752,1,0,100,72,0
753,0,0,34,71,0
754,1,0,34,87,0
755,1,0,42,19,27
756,1,0,44,20,17
757,0,1,71,49,14
758,1,0,18,31,0
759,0,0,3,27,0
760,0,1,26,83,0
761,1,0,70,87,0
762,1,1,18,48,0
763,1,1,7,33,0
764,1,1,77,19,4
765,1,1,74,56,18
766,1,1,4,71,0
767,1,1,85,61,4
768,1,1,57,77,0
769,0,0,59,43,20
770,0,0,15,18,0
771,1,1,6,83,0
772,1,0,94,17,3
773,0,0,20,40,0
774,0,0,60,18,23
775,0,0,39,4,24
776,1,1,12,38,0
777,0,1,43,51,25
778,1,0,12,97,0
779,0,1,68,82,0
780,0,1,100,35,4
781,0,1,74,47,5
782,0,1,2,91,0
783,1,1,0,77,0
784,0,1,74,18,15
785,1,1,34,44,25
786,0,0,15,70,0
787,1,0,86,77,0
788,0,0,47,32,16
789,0,0,81,31,27
790,1,1,40,67,20
791,0,1,78,0,22
792,1,0,73,57,30
793,1,0,34,34,26
794,1,1,83,26,19
795,1,0,88,14,5
796,1,0,1,17,0
797,0,1,14,12,0
798,0,1,13,95,0
799,0,0,66,52,3
800,0,1,82,25,7
801,1,0,97,59,27
802,0,0,93,56,6
803,1,0,5,80,0
804,0,0,88,49,5
805,0,1,65,10,6
806,0,0,96,99,0
807,0,1,72,8,3
808,1,0,86,90,0
809,1,1,41,6,14
810,1,1,13,76,0
811,0,1,73,33,22
812,0,0,27,48,0
813,1,1,64,56,1
814,0,0,26,26,0
815,1,0,49,13,26
816,0,0,81,49,22
817,1,1,87,79,0
818,0,1,82,82,0
819,0,0,87,62,17
820,0,1,95,26,22
821,0,0,82,83,0
822,1,1,88,27,22
823,0,1,40,1,14
824,1,1,41,25,11
825,0,0,5,49,0
826,1,0,27,42,0
827,0,1,51,10,16
828,1,1,6,78,0
829,1,1,80,75,0
830,0,0,2,60,0
831,1,1,45,12,21
832,1,1,49,97,0
833,0,0,95,3,3
834,1,0,56,19,26
835,0,1,49,58,6
836,0,1,38,69,28
837,0,1,93,36,16
838,1,1,49,17,20
839,0,1,2,97,0
840,0,1,0,70,0
841,1,1,53,71,0
842,1,1,54,8,24
843,0,1,4,59,0
844,0,0,49,45,30
845,1,1,28,66,0
846,1,1,9,42,0
847,1,1,72,83,0
848,0,0,28,92,0
849,0,1,13,79,0
850,1,1,93,27,3
851,0,0,2,5,0
852,1,1,54,8,8
853,0,0,92,25,5
854,0,0,81,64,26
855,0,1,40,93,0
856,0,1,3,76,0
857,0,0,13,28,0
858,1,1,54,31,24
859,0,0,72,93,0
860,0,1,93,15,0
861,1,1,65,95,0
862,1,1,76,19,9
863,0,0,65,23,27
864,0,1,47,3,20
865,0,1,68,91,0
866,0,0,42,64,25
867,1,0,47,53,1
868,1,1,5,59,0
869,0,1,29,35,0
870,1,0,92,50,18
871,1,0,47,35,17
872,1,1,3,32,0
873,1,1,12,37,0
874,1,0,37,15,6
875,1,0,75,72,0
876,0,0,49,59,10
877,0,1,1,15,0
878,1,1,70,43,0
879,0,0,60,41,9
880,0,0,95,92,0
881,0,1,29,81,0
882,1,1,70,69,29
883,1,1,18,80,0
884,0,1,44,35,14
885,1,1,43,90,0
886,0,1,59,31,2
887,0,1,45,20,1
888,1,0,33,17,11
889,1,0,24,57,0
890,1,0,58,23,5
891,0,1,40,100,0
892,0,0,75,98,0
893,1,1,9,64,0
894,0,1,34,4,24
895,1,0,32,88,0
896,1,0,81,97,0
897,1,1,5,88,0
898,0,1,75,1,2
899,0,1,37,93,0
900,1,1,78,52,12
901,1,0,42,31,8
902,0,0,46,61,17
903,0,0,29,97,0
904,0,0,54,27,17
905,1,1,83,98,0
906,1,1,47,86,0
907,0,1,2,17,0
908,0,1,48,6,30
909,1,0,57,5,14
910,0,1,41,4,5
911,1,0,44,90,0
912,1,1,97,66,5
913,0,1,65,87,0
914,1,0,81,95,0
915,1,1,43,48,29
916,1,0,64,91,0
917,0,0,82,60,10
918,0,1,18,37,0
919,1,0,17,3,0
920,1,0,32,9,12
921,0,1,100,44,1
922,0,0,41,68,13
923,0,0,78,71,0
924,0,1,0,22,0
925,0,0,71,53,12
926,1,0,20,67,0
927,0,1,17,94,0
928,0,0,94,93,0
929,0,1,23,82,0
930,1,0,29,84,0
931,1,1,43,96,0
932,1,0,39,46,15
933,0,0,14,53,0
934,1,0,23,2,0
935,0,0,47,9,4
936,0,1,50,50,22
937,1,1,34,40,17
938,0,1,41,46,13
939,1,0,90,90,0
940,1,1,28,53,0
941,0,0,17,83,0
942,1,1,56,33,30
943,0,0,21,50,0
944,1,0,78,42,14
945,1,1,77,24,21
946,0,0,68,6,27
947,1,0,24,94,0
948,1,0,1,93,0
949,0,0,6,26,0
950,0,0,10,36,0
951,0,0,89,40,3
952,0,0,35,22,23
953,1,1,68,56,23
954,0,1,87,79,0
955,1,0,81,23,12
956,0,1,89,17,24
957,1,1,56,73,0
958,1,0,8,6,0
959,1,1,100,43,12
960,1,1,45,95,0
961,0,1,83,67,22
962,1,0,33,88,0
963,1,0,6,40,0
964,0,1,19,60,0
965,1,0,91,100,0
966,1,0,21,68,0
967,0,1,56,47,27
968,1,0,84,89,0
969,1,0,64,67,21
970,1,0,48,21,29
971,0,0,93,21,30
972,1,0,70,78,0
973,0,1,40,35,14
974,1,1,89,64,12
975,0,1,26,67,0
976,0,0,81,74,0
977,1,0,32,52,16
978,0,0,38,40,19
979,0,1,79,69,21
980,0,0,78,73,0
981,1,1,77,55,7
982,1,1,96,55,15
983,1,0,18,66,0
984,0,0,83,56,9
985,0,0,55,3,22
986,1,1,74,72,0
987,1,1,92,69,26
988,1,0,63,71,0
989,0,0,5,52,0
990,1,0,5,84,0
991,1,1,0,53,0
992,0,1,50,57,5
993,1,1,61,47,3
994,1,1,52,16,8
995,1,1,79,47,4
996,1,0,30,77,0
997,1,1,3,14,0
998,0,0,39,7,16
999,1,0,83,26,4
1000,0,1,100,19,27
1001,0,1,89,56,25
1002,1,1,79,55,30
1003,0,1,33,24,18
1004,1,0,45,63,30
1005,1,1,59,31,19
1006,1,0,75,18,17
1007,1,0,12,76,0
1008,1,1,34,41,29
1009,1,1,45,100,0
1010,0,1,33,15,9
1011,1,0,87,60,6
1012,0,1,11,55,0
1013,1,1,45,16,21
1014,1,1,62,84,0
1015,1,1,33,17,7
1016,1,1,89,53,14
1017,1,1,21,94,0
1018,0,0,13,36,0
1019,0,1,18,20,0
1020,0,0,15,31,0
1021,1,1,82,91,0
1022,0,0,14,47,0
1023,1,0,66,20,8
1024,0,1,77,2,23
1025,1,0,69,39,7
1026,1,1,49,91,0
1027,1,1,76,71,0
1028,1,0,91,16,27
1029,1,1,20,89,0
1030,1,0,11,42,0
1031,1,1,99,27,11
1032,0,0,32,57,16
1033,0,0,30,3,0
1034,1,1,65,14,1
1035,0,1,4,22,0
1036,1,1,31,33,6
1037,0,1,71,25,16
1038,1,1,77,58,28
1039,1,0,1,37,0
1040,1,1,98,100,0
1041,1,0,81,69,9
1042,1,1,90,19,23
1043,0,1,37,69,5
1044,1,1,43,99,0
1045,0,0,50,0,21
1046,0,0,20,86,0
1047,1,0,52,70,0
1048,1,0,68,59,0
1049,1,1,10,23,0
1050,0,0,80,2,3
1051,1,1,53,88,0
1052,0,0,32,79,0
1053,0,1,74,37,15
1054,1,0,94,10,6
1055,1,0,76,15,6
1056,0,1,30,89,0
1057,1,1,62,64,4
1058,0,1,7,53,0
1059,0,0,73,81,0
1060,0,1,13,10,0
1061,0,1,88,25,23
1062,1,0,21,53,0
1063,1,1,91,72,0
1064,1,1,80,54,4
1065,1,0,28,8,0
1066,1,1,68,17,29
1067,1,1,86,60,10
1068,1,1,29,87,0
1069,1,1,89,20,28
1070,0,1,88,0,12
1071,0,1,51,97,0
1072,0,1,14,46,0
1073,0,0,6,56,0
1074,0,0,19,39,0
1075,0,0,6,94,0
1076,0,1,5,75,0
1077,0,0,33,96,0
1078,0,1,42,52,18
1079,1,1,68,62,5
1080,0,0,4,15,0
1081,0,1,73,40,14
1082,0,0,46,3,7
1083,0,0,3,44,0
1084,1,1,12,52,0
1085,1,1,76,86,0
1086,0,0,14,40,0
1087,1,1,18,24,0
1088,0,1,16,92,0
1089,1,0,76,84,0
1090,1,1,92,17,28
1091,1,0,82,39,20
1092,0,1,80,86,0
1093,1,1,8,90,0
1094,1,0,48,23,24
1095,0,1,29,16,0
1096,0,0,84,73,0
1097,1,0,64,55,23
1098,1,1,87,1,7
1099,1,1,70,41,3
1100,1,0,18,81,0
1101,0,0,51,54,24
1102,0,1,46,10,15
1103,0,1,12,86,0
1104,0,1,80,53,19
1105,0,1,46,88,0
1106,0,0,11,42,0
1107,1,1,63,99,0
1108,1,0,1,7,0
1109,1,1,56,63,10
1110,1,1,39,92,0
1111,0,1,25,81,0
1112,0,1,87,78,0
1113,1,0,30,65,0
1114,1,1,43,90,0
1115,1,1,66,60,16
1116,0,1,25,73,0
1117,0,0,29,44,0
1118,1,1,36,63,1
1119,0,0,38,30,23
1120,0,1,19,12,0
1121,0,1,97,91,0
1122,0,0,81,27,8
1123,1,1,0,47,0
1124,0,0,92,40,17
1125,0,0,6,54,0
1126,0,0,87,74,0
1127,0,0,64,85,0
1128,1,1,10,26,0
1129,1,1,44,95,0
1130,0,0,99,13,5
1131,1,1,91,37,26
1132,0,0,59,86,0
1133,0,0,70,14,30
1134,1,1,16,100,0
1135,1,1,97,84,0
1136,0,0,31,52,26
1137,0,0,78,99,0
1138,1,1,2,19,0
1139,0,0,75,32,12
1140,1,1,97,58,28
1141,1,1,84,74,0
1142,0,1,14,42,0
1143,0,0,65,70,0
1144,0,0,96,45,8
1145,1,0,27,34,0
1146,0,1,23,28,0
1147,0,1,64,55,2
1148,1,0,58,93,0
1149,1,0,8,35,0
