,avail,forcast_avail,bottom_level,top_level,percentage
109,0,0,85,11,15
110,0,0,8,22,0
111,0,1,21,94,0
112,1,0,75,92,0
113,0,1,30,5,0
114,1,1,58,55,10
115,0,0,54,28,16
116,0,1,18,48,0
117,0,1,83,32,6
118,0,0,55,34,5
119,1,1,70,12,4
120,0,1,81,52,9
121,1,0,27,76,0
122,0,0,61,18,0
123,1,1,66,64,7
124,1,1,28,11,0
125,1,1,67,2,29
126,1,1,80,75,0
127,0,0,10,1,0
128,0,0,58,71,0
129,1,0,91,44,28
130,0,1,72,40,27
131,1,1,29,45,0
132,0,1,43,42,22
133,0,0,95,66,2
134,0,0,8,90,0
135,1,0,30,39,0
136,0,0,61,25,10
137,0,1,85,10,13
138,0,0,72,52,11
139,1,0,78,49,21
140,1,0,99,91,0
141,1,1,42,51,26
142,0,1,97,66,28
143,1,1,92,5,1
144,1,0,46,25,12
145,0,1,42,67,13
146,1,1,26,69,0
147,1,1,50,72,0
148,0,0,29,55,0
149,1,1,19,58,0
150,0,0,30,93,0
151,0,1,92,59,13
152,1,0,4,79,0
153,1,0,69,73,0
154,1,0,89,6,4
155,0,0,46,39,3
156,0,0,3,14,0
157,0,0,72,5,23
158,0,0,38,21,27
159,0,0,77,14,30
160,0,1,87,72,0
161,1,0,43,10,26
162,1,0,5,59,0
163,1,1,11,80,0
164,0,0,76,58,22
165,1,0,62,56,19
166,0,0,60,77,0
167,0,0,75,28,2
168,0,0,81,61,29
169,0,0,33,42,1
170,1,0,7,66,0
171,1,0,9,10,0
172,1,0,0,47,0
173,0,1,77,41,5
174,1,0,44,96,0
175,1,0,41,67,21
176,1,0,45,71,0
177,0,1,59,67,27
178,0,1,70,99,0
179,0,0,100,89,0
180,0,1,28,72,0
181,0,1,63,7,9
182,1,0,17,66,0
183,1,0,94,99,0
184,1,0,98,54,3
185,0,1,92,82,0
186,1,1,33,80,0
187,0,1,53,96,0
188,0,1,41,81,0
189,0,1,5,24,0
190,1,0,62,22,20
191,0,1,79,68,15
192,1,1,9,61,0
193,1,1,57,72,0
194,0,1,76,77,0
195,1,1,97,88,0
196,0,0,1,43,0
197,1,0,82,1,27
198,0,1,41,71,0
199,1,0,82,93,0
200,0,1,10,30,0
201,0,1,97,46,26
202,1,1,76,9,1
203,1,0,36,74,0
204,0,0,67,88,0
205,0,0,41,19,16
206,0,1,37,18,1
207,0,0,63,65,13
208,0,0,71,14,19
209,0,1,26,11,0
210,0,0,48,11,10
211,0,0,12,55,0
212,0,1,20,18,0
213,1,1,93,39,8
214,1,0,22,90,0
215,0,0,19,96,0
216,0,0,51,63,25
217,0,0,26,24,0
218,1,0,34,5,17
219,1,1,31,45,15
220,0,0,99,0,6
221,0,1,11,15,0
222,1,0,100,21,26
223,0,0,72,51,2
224,1,0,3,20,0
225,0,0,7,64,0
226,0,1,43,51,14
227,1,1,17,77,0
228,1,0,44,46,17
229,1,0,12,86,0
230,1,0,25,48,0
231,1,1,9,93,0
232,0,0,31,82,0
233,1,1,24,6,0
234,0,1,12,70,0
235,1,1,61,9,26
236,0,0,30,76,0
237,0,1,65,95,0
238,1,1,46,6,14
239,1,0,57,4,0
240,1,1,13,43,0
241,1,1,100,51,28
242,1,0,98,5,16
243,1,0,68,26,22
244,1,1,22,65,0
245,1,0,71,63,27
246,0,0,10,69,0
247,0,0,39,33,26
248,0,1,32,17,4
249,0,0,49,31,23
250,1,0,43,64,13
251,1,0,90,67,8
252,0,1,41,41,24
253,0,0,56,77,0
254,1,0,21,6,0
255,0,0,76,35,24
256,0,0,50,67,28
257,0,0,14,9,0
258,1,1,30,55,0
259,1,0,36,25,4
260,1,1,77,10,30
261,1,0,89,43,23
262,0,1,65,51,7
263,1,1,39,65,19
264,1,0,17,93,0
265,1,0,91,15,17
266,0,0,51,67,5
267,1,0,0,85,0
268,0,1,78,64,5
269,1,0,26,56,0
270,0,0,58,48,16
271,1,1,96,83,0
272,0,0,60,100,0
273,1,0,47,50,20
274,0,0,15,25,0
275,0,0,56,51,19
276,1,0,44,87,0
277,0,0,65,28,18
278,0,1,89,49,16
279,1,1,2,92,0
280,1,1,84,99,0
281,0,1,52,87,0
282,1,0,32,68,23
283,0,1,41,19,17
284,0,1,87,67,19
285,0,0,54,71,0
286,1,0,20,78,0
287,1,0,33,33,12
288,1,0,56,26,30
289,1,0,7,19,0
290,1,1,59,40,21
291,1,1,99,93,0
292,0,0,68,69,8
293,0,1,22,85,0
294,0,1,16,48,0
295,0,0,51,21,26
296,1,0,69,55,16
297,0,0,71,56,21
298,1,0,63,30,10
299,0,1,86,45,12
300,1,0,74,71,0
301,0,1,76,59,0
302,1,1,9,81,0
303,1,1,89,28,27
304,1,0,96,19,9
305,0,0,47,27,24
306,0,1,0,76,0
307,0,1,60,65,28
308,0,1,74,15,9
309,0,0,3,64,0
310,1,1,70,51,6
311,0,1,5,94,0
312,0,0,36,90,0
313,0,0,49,1,9
314,1,1,32,51,16
315,1,0,87,4,6
316,1,1,97,92,0
317,0,0,87,20,28
318,0,0,94,83,0
319,0,0,68,61,4
320,0,1,35,21,11
321,0,1,61,50,1
322,1,1,42,36,14
323,1,0,4,8,0
324,0,1,53,71,0
325,1,1,94,69,13
326,1,1,3,76,0
327,1,0,61,27,26
328,0,0,60,19,28
329,1,1,2,18,0
330,1,1,32,40,25
331,0,0,73,21,5
332,1,1,94,76,0
333,0,0,87,77,0
334,1,0,44,14,25
335,0,1,62,95,0
336,0,0,96,6,1
337,0,0,95,90,0
338,1,0,96,71,0
339,0,0,74,47,4
340,1,1,88,7,0
341,0,1,99,61,8
342,0,1,79,28,14
343,0,0,17,28,0
344,0,0,85,94,0
345,0,1,35,98,0
346,1,1,66,88,0
347,1,1,69,22,13
348,0,1,43,78,0
349,1,0,40,86,0
350,0,0,91,9,26
351,1,1,90,85,0
352,1,1,25,11,0
353,1,0,80,95,0
354,0,0,73,72,0
355,1,0,39,28,4
356,1,0,93,0,22
357,0,1,81,4,12
358,1,1,80,73,0
359,0,1,95,74,0
360,0,0,10,47,0
361,1,1,9,90,0
362,1,1,81,77,0
363,0,0,86,30,13
364,1,0,75,17,20
365,1,1,47,83,0
366,0,1,48,76,0
367,1,1,81,35,12
368,1,0,30,24,0
369,1,1,59,21,4
370,1,1,1,78,0
371,0,0,95,49,22
372,1,1,32,0,19
373,1,0,65,83,0
374,1,0,56,71,0
375,0,0,74,52,21
376,1,1,72,50,20
377,1,0,46,2,18
378,0,1,29,41,0
379,0,1,78,74,0
380,1,1,78,20,4
381,0,0,9,7,0
382,1,0,14,26,0
383,1,1,17,34,0
384,0,0,30,68,0
385,1,0,14,48,0
386,0,1,18,100,0
387,1,1,87,58,0
388,1,1,9,35,0
389,0,0,44,58,3
390,1,1,69,33,14
391,0,0,86,13,23
392,1,1,15,71,0
393,0,0,93,62,15
394,0,1,25,65,0
395,0,0,46,54,18
396,0,1,67,29,5
397,1,0,94,15,24
398,0,1,89,100,0
399,0,0,26,14,0
400,1,0,62,26,28
401,1,0,35,54,9
402,1,0,61,100,0
403,1,0,56,95,0
404,1,1,19,60,0
405,1,0,94,60,30
406,0,1,34,51,13
407,1,1,63,30,16
408,1,0,63,99,0
409,0,1,57,63,14
410,1,0,94,80,0
411,1,1,12,42,0
412,1,0,76,11,23
413,1,0,21,65,0
414,1,0,96,8,22
415,0,0,26,93,0
416,1,0,37,76,0
417,0,0,37,23,16
418,0,0,55,2,25
419,0,1,64,37,9
420,1,0,39,63,26
421,0,1,81,17,20
422,0,0,75,56,13
423,0,0,65,47,17
424,1,0,79,3,16
425,0,0,6,29,0
426,1,0,81,61,25
427,0,0,61,64,24
428,1,1,6,38,0
429,1,1,18,98,0
430,1,0,39,71,0
431,1,0,78,56,19
432,1,0,2,83,0
433,0,1,63,87,0
434,1,0,88,71,0
435,0,0,70,72,0
436,1,0,57,27,18
437,0,0,97,24,8
438,0,1,31,72,0
439,1,0,20,95,0
440,0,0,17,7,0
441,1,1,24,64,0
442,1,1,40,27,26
443,1,0,57,6,30
444,0,0,45,64,25
445,0,1,26,22,0
446,1,0,85,46,8
447,0,1,74,23,8
448,0,0,71,10,22
449,1,0,70,46,1
450,0,1,36,88,0
451,0,1,82,65,6
452,1,0,32,92,0
453,1,0,7,32,0
454,0,0,67,52,28
455,1,0,8,15,0
456,1,0,21,82,0
457,0,0,51,53,2
458,0,0,21,68,0
459,1,1,83,1,19
460,0,1,10,26,0
461,1,1,42,11,9
462,1,0,48,77,0
463,0,0,89,98,0
464,0,0,13,1,0
465,1,0,61,96,0
466,1,0,46,84,0
467,0,1,2,91,0
468,0,1,7,58,0
469,1,1,37,84,0
470,1,0,82,24,30
471,0,0,20,97,0
472,1,1,94,81,0
473,0,0,28,34,0
474,1,1,0,47,0
475,1,1,92,10,26
476,1,1,54,85,0
477,1,0,6,3,0
478,0,0,71,31,11
479,0,0,78,32,3
480,1,0,32,97,0
481,0,0,67,40,15
482,1,0,39,66,9
483,1,0,36,69,19
484,1,1,85,83,0
485,1,0,98,94,0
486,1,0,15,62,0
487,1,0,100,90,0
488,0,0,29,15,0
489,0,0,20,50,0
490,0,0,44,11,18
491,1,0,45,60,9
492,0,1,43,50,1
493,0,0,52,62,29
494,1,1,58,11,22
495,1,1,78,49,0
496,0,1,33,42,5
497,0,0,99,31,30
498,1,0,6,61,0
499,0,1,27,39,0
500,0,1,90,53,17
501,0,1,12,53,0
502,0,0,89,83,0
503,1,0,71,13,21
504,1,1,23,30,0
505,0,1,47,75,0
506,1,0,17,94,0
507,0,0,59,9,26
508,1,0,33,98,0
509,0,1,73,17,21
510,1,1,57,77,0
511,0,1,47,0,8
512,1,0,25,69,0
513,0,0,30,12,0
514,0,1,50,65,10
515,1,1,86,47,13
516,1,1,29,56,0
517,1,1,44,10,21
518,0,1,84,56,30
519,1,1,64,39,0
520,0,0,87,84,0
521,0,0,17,13,0
522,1,0,34,87,0
523,0,1,44,42,24
524,0,0,23,32,0
525,0,1,72,50,23
526,0,1,9,10,0
527,0,1,64,29,20
528,0,0,74,97,0
529,1,1,62,28,21
530,1,1,77,74,0
531,1,1,19,53,0
532,1,1,31,6,18
533,0,1,19,93,0
534,1,1,38,61,9
535,1,1,53,32,22
536,1,1,13,64,0
537,1,0,17,93,0
538,1,1,84,49,21
539,1,0,8,91,0
540,0,0,77,83,0
541,1,0,67,21,6
542,0,1,26,100,0
543,0,0,77,81,0
544,1,0,41,19,26
545,1,0,4,9,0
546,1,1,21,82,0
547,0,0,36,60,4
548,1,1,81,70,0
549,0,0,70,7,8
550,0,0,2,17,0
551,0,0,3,10,0
552,0,0,9,9,0
553,0,1,57,11,13
554,1,0,9,44,0
555,0,1,9,90,0
556,1,1,18,81,0
557,1,1,91,15,29
558,0,1,89,37,23
559,1,1,72,7,18
560,1,1,5,83,0
561,1,0,29,56,0
562,1,1,16,82,0
563,0,0,97,45,7
564,0,0,97,10,27
565,1,0,80,30,29
566,0,1,32,11,15
567,1,0,89,87,0
568,1,0,80,55,29
569,0,1,55,8,16
570,0,0,88,73,0
571,0,1,73,32,30
572,0,0,82,51,13
573,1,1,52,50,23
574,1,0,22,86,0
575,0,0,7,96,0
576,1,1,2,9,0
577,0,1,71,84,0
578,0,0,79,65,13
579,1,0,12,49,0
580,1,1,38,73,0
581,0,0,73,73,0
582,0,0,2,69,0
583,0,0,98,76,0
584,0,0,61,60,21
585,1,1,11,43,0
586,1,1,45,52,26
587,0,0,86,25,5
588,0,0,10,96,0
589,1,0,81,47,1
590,0,0,80,30,27
591,1,0,59,81,0
592,0,1,13,2,0
593,1,1,45,51,12
594,0,1,3,67,0
595,0,1,76,36,24
596,1,1,61,12,6
597,0,1,39,98,0
598,1,0,28,70,0
599,0,1,10,0,0
600,0,1,1,69,0
601,0,1,57,47,11
602,0,1,53,49,16
603,0,0,33,71,0
604,0,0,95,4,1
605,1,0,96,61,1
606,0,0,20,84,0
607,1,1,11,3,0
608,0,1,2,25,0
609,0,1,61,39,21
610,0,0,68,60,12
611,0,0,33,90,0
612,0,0,26,64,0
613,0,0,88,87,0
614,0,1,35,51,10
615,0,1,56,10,28
616,0,1,25,39,0
617,1,1,21,41,0
618,1,0,39,7,5
619,0,0,20,42,0
620,1,0,38,19,27
621,0,0,38,72,0
622,0,0,3,82,0
623,1,1,45,46,25
624,1,1,17,71,0
625,0,0,8,39,0
626,0,0,58,30,28
627,1,1,79,86,0
628,0,1,84,21,10
629,1,0,1,39,0
630,0,0,17,94,0
631,1,0,35,15,11
632,1,0,5,78,0
633,0,1,96,86,0
634,1,0,89,86,0
635,1,1,60,60,21
636,1,1,73,1,6
637,1,0,77,77,0
638,0,1,20,37,0
639,0,1,79,94,0
640,1,0,84,26,3
641,0,1,33,5,7
642,0,1,58,79,0
643,0,0,54,30,25
644,0,1,25,2,0
645,0,0,45,86,0
646,1,1,32,52,29
647,0,1,98,72,0
648,0,1,96,31,25
649,1,0,17,71,0
650,0,0,19,77,0
651,0,1,86,86,0
652,1,0,75,58,26
653,0,0,31,49,7
654,1,0,64,53,12
655,0,0,46,30,27
656,1,1,96,65,1
657,1,1,59,89,0
658,1,0,43,31,23
659,0,0,96,57,12
660,1,0,2,8,0
661,1,1,46,89,0
662,1,0,56,56,12
663,1,1,54,59,4
664,1,0,56,80,0
665,1,1,31,0,21
666,1,1,74,86,0
667,1,0,62,91,0
668,1,1,2,83,0
669,0,1,25,84,0
670,0,1,4,85,0
671,0,1,61,70,0
672,1,1,44,14,4
673,1,0,4,92,0
674,0,0,92,23,22
675,1,1,42,30,18
676,1,0,19,14,0
677,0,1,25,22,0
678,0,1,62,95,0
679,0,1,11,49,0
680,0,1,81,90,0
681,1,1,69,23,21
682,1,1,16,45,0
683,0,0,57,98,0
684,1,1,61,39,25
685,0,1,88,53,17
686,0,1,62,32,5
687,0,1,3,57,0
688,0,0,43,15,28
689,1,0,65,52,1
690,1,1,47,65,0
691,1,1,50,49,7
692,1,0,90,72,0
693,0,0,35,15,12
694,0,0,16,7,0
695,0,1,60,78,0
696,0,0,73,9,3
697,1,1,12,16,0
698,1,0,4,59,0
699,1,1,74,54,17
700,0,0,63,20,16
701,0,0,3,10,0
702,0,1,87,22,6
703,0,1,61,13,11
704,1,0,55,38,25
705,0,0,82,43,14
706,1,1,78,36,21
707,1,1,70,62,22
708,0,0,99,89,0
709,1,1,47,69,28
710,0,1,37,89,0
711,1,1,61,44,23
712,0,1,92,80,0
713,1,0,48,15,25
714,0,1,7,33,0
715,0,0,36,65,24
716,0,0,30,45,0
717,1,1,97,54,12
718,1,1,76,21,16
719,0,0,73,9,22
720,1,1,93,51,0
721,1,1,73,42,14
722,0,1,48,48,28
723,0,1,34,0,30
724,1,0,70,49,28
725,0,1,14,60,0
726,0,1,12,44,0
727,0,1,64,63,2
728,0,0,37,60,17
729,0,0,53,46,9
730,1,1,4,8,0
731,0,1,41,6,2
732,1,0,18,67,0
733,1,1,2,39,0
734,0,1,81,30,29
735,0,0,47,26,30
736,1,1,15,24,0
737,0,1,28,34,0
738,0,0,26,100,0
739,0,0,70,52,30
740,1,0,10,55,0
741,1,0,99,53,25
742,1,0,9,42,0
743,1,0,11,47,0
744,1,1,55,23,27
745,1,1,34,82,0
746,1,1,62,80,0
747,0,1,61,53,4
748,1,0,38,88,0
749,0,1,22,81,0
750,0,0,52,99,0
751,1,0,14,94,0
752,1,1,63,95,0
753,0,0,80,86,0
754,0,1,90,82,0
755,0,0,47,2,11
756,0,1,58,84,0
757,0,0,85,58,22
758,0,1,1,31,0
759,1,0,69,54,9
760,0,0,65,37,29
761,1,1,87,86,0
762,1,0,42,35,29
763,0,1,58,64,7
764,0,1,42,88,0
765,0,0,62,40,27
766,1,1,31,48,23
767,1,1,84,90,0
768,0,0,69,5,8
769,1,0,78,10,6
770,0,0,69,2,19
771,0,0,74,31,29
772,1,1,35,70,0
773,1,1,50,75,0
774,1,1,18,70,0
775,1,1,11,21,0
776,1,1,24,66,0
777,1,1,57,90,0
778,1,1,43,38,8
779,1,0,64,65,4
780,1,1,70,11,5
781,1,0,44,100,0
782,1,1,74,57,22
783,0,0,52,71,0
784,0,0,12,62,0
785,1,0,89,92,0
786,0,1,20,50,0
787,1,1,44,28,0
788,1,0,53,65,11
789,0,1,56,38,15
790,0,0,55,83,0
791,0,1,76,90,0
792,1,0,3,49,0
793,0,1,72,20,14
794,1,0,85,93,0
795,1,0,99,55,15
796,1,0,7,69,0
797,1,1,31,62,11
798,1,0,94,73,0
799,0,0,89,88,0
800,0,0,32,49,6
801,1,1,53,63,10
802,1,1,75,65,29
803,1,0,51,100,0
804,1,0,16,14,0
805,0,0,26,43,0
806,0,1,99,77,0
807,1,1,89,74,0
808,0,1,54,17,14
809,0,1,43,92,0
810,0,1,52,30,5
811,1,0,6,97,0
812,1,0,0,68,0
813,0,0,63,68,24
814,0,1,87,12,14
815,0,1,22,95,0
816,1,1,89,53,29
817,1,0,33,20,5
818,1,1,12,42,0
819,0,0,41,82,0
820,0,1,64,52,22
821,0,0,50,25,15
822,0,0,62,74,0
823,1,1,48,38,25
824,1,0,20,70,0
825,0,0,2,47,0
826,1,0,25,74,0
827,0,1,0,38,0
828,1,1,15,33,0
829,1,0,38,42,13
830,1,1,41,0,0
831,1,0,48,15,30
832,1,0,70,78,0
833,1,0,48,39,7
834,1,0,53,47,2
835,0,0,56,99,0
836,1,1,2,69,0
837,1,0,93,84,0
838,1,1,13,72,0
839,0,0,27,18,0
840,1,1,74,43,27
841,0,0,96,23,17
842,0,0,95,94,0
843,1,0,79,47,24
844,0,0,74,100,0
845,1,0,28,88,0
846,0,1,20,36,0
847,0,1,25,18,0
848,0,1,84,98,0
849,0,0,7,11,0
850,1,1,11,51,0
851,1,1,7,34,0
852,1,0,23,25,0
853,1,0,27,80,0
854,0,1,6,96,0
855,1,1,23,13,0
856,0,1,8,46,0
857,1,0,77,62,27
858,1,0,93,25,4
859,0,0,11,10,0
860,1,0,39,96,0
861,0,1,81,20,19
862,0,0,24,88,0
863,1,0,22,58,0
864,1,1,38,39,16
865,0,1,72,74,0
866,0,0,77,62,12
867,0,0,1,19,0
868,0,1,45,47,18
869,1,0,27,39,0
870,1,0,84,71,0
871,1,1,74,40,12
872,1,1,35,50,29
873,1,0,45,46,15
874,0,1,23,83,0
875,0,0,60,76,0
876,1,1,59,91,0
877,1,0,74,18,2
878,0,0,88,70,0
879,1,0,19,78,0
880,1,1,94,15,4
881,1,0,99,81,0
882,1,1,34,50,10
883,0,1,18,66,0
884,1,1,88,12,20
885,1,0,10,3,0
886,1,0,46,24,2
887,0,1,69,96,0
888,0,1,81,75,0
889,1,0,32,60,13
890,1,0,72,77,0
891,0,0,45,4,9
892,0,1,47,18,11
893,1,0,84,56,1
894,0,0,57,64,4
895,0,1,0,21,0
896,0,0,26,81,0
897,0,0,73,12,6
898,1,1,97,37,4
899,1,0,40,59,29
900,0,1,68,91,0
901,0,0,17,51,0
902,0,1,25,88,0
903,1,1,1,51,0
904,0,1,88,71,0
905,1,1,49,21,6
906,1,1,77,0,23
907,0,1,69,59,16
908,1,1,47,88,0
909,0,1,62,36,6
910,1,1,23,11,0
911,0,1,99,21,12
912,1,0,53,69,11
913,1,1,24,74,0
914,1,1,3,96,0
915,0,0,86,4,21
916,1,1,87,25,7
917,1,1,12,35,0
918,1,0,42,33,26
919,0,0,48,17,3
920,0,1,13,9,0
921,1,1,13,95,0
922,0,0,87,58,27
923,0,0,69,29,25
924,0,0,50,8,12
925,0,0,39,73,0
926,0,0,6,58,0
927,1,0,15,63,0
928,0,0,46,44,30
929,1,1,7,20,0
930,0,1,84,9,23
931,1,1,76,42,30
932,0,1,22,40,0
933,0,0,69,18,18
934,1,1,11,9,0
935,1,1,47,29,26
936,0,0,24,65,0
937,1,1,21,12,0
938,0,1,86,65,4
939,1,0,60,56,20
940,0,1,66,49,18
941,1,1,19,85,0
942,1,0,43,91,0
943,1,0,3,32,0
944,0,0,73,68,18
945,0,1,69,53,1
946,0,0,52,59,29
947,0,1,70,42,30
948,0,1,60,90,0
949,0,0,23,15,0
950,1,1,5,77,0
951,1,0,48,23,11
952,0,0,43,10,18
953,1,1,52,69,11
954,1,0,73,46,29
955,0,1,13,56,0
956,1,1,16,62,0
957,0,1,28,23,0
958,1,0,17,100,0
959,0,0,16,37,0
960,1,1,74,76,0
961,0,0,69,5,6
962,1,0,30,33,0
963,0,1,3,31,0
964,1,0,12,92,0
965,0,1,30,86,0
966,1,0,75,51,28
967,0,0,63,1,17
968,0,1,76,2,11
969,0,0,36,39,18
970,1,1,51,40,10
971,1,0,81,83,0
972,1,1,77,45,24
973,1,0,54,77,0
974,0,1,3,95,0
975,1,1,5,22,0
976,0,1,19,27,0
977,0,1,4,16,0
978,0,0,47,26,3
979,1,0,22,2,0
980,1,1,43,10,15
981,1,1,24,63,0
982,1,1,93,36,21
983,0,0,25,79,0
984,0,1,25,4,0
985,0,1,44,50,15
986,0,0,22,52,0
987,1,0,4,67,0
988,0,0,98,17,0
989,1,1,83,54,19
990,1,0,27,5,0
991,1,1,20,92,0
992,1,0,23,39,0
993,1,0,93,42,15
994,0,1,59,8,16
995,1,0,36,61,19
996,0,1,10,6,0
997,1,1,77,96,0
998,1,1,86,56,20
999,1,1,95,32,30
1000,0,0,35,71,0
1001,1,0,11,95,0
1002,1,0,74,38,1
1003,1,1,57,29,12
1004,0,1,89,96,0
1005,1,1,27,87,0
1006,0,0,31,90,0
1007,1,0,73,18,30
1008,0,1,55,63,7
1009,0,0,36,92,0
1010,1,0,81,31,9
1011,1,1,18,94,0
1012,0,0,55,8,10
1013,0,1,51,40,14
1014,0,0,34,67,25
1015,1,1,51,91,0
1016,1,0,37,98,0
1017,1,0,20,82,0
1018,0,1,34,44,20
1019,1,1,68,76,0
1020,0,1,71,2,28
1021,0,1,40,9,30
1022,0,0,65,9,6
1023,1,0,100,89,0
1024,0,1,60,74,0
1025,0,1,37,100,0
1026,0,1,99,22,15
1027,0,0,22,2,0
1028,0,0,83,10,0
1029,0,1,18,88,0
1030,1,0,11,35,0
1031,1,1,38,20,11
1032,0,1,9,64,0
1033,1,0,15,76,0
1034,0,0,68,50,27
1035,1,0,64,31,5
1036,1,0,49,99,0
1037,1,1,18,9,0
1038,1,0,22,84,0
1039,0,0,21,38,0
1040,1,1,81,61,5
1041,1,0,15,3,0
1042,0,1,0,2,0
1043,1,1,100,74,0
1044,1,1,64,62,5
1045,0,0,78,31,1
1046,1,0,100,81,0
1047,0,0,73,55,23
1048,1,1,55,34,18
1049,0,1,52,18,26
1050,0,1,12,10,0
1051,1,0,15,52,0
1052,1,1,57,29,5
1053,1,1,71,66,19
1054,1,0,58,26,15
1055,1,1,21,11,0
1056,1,1,10,32,0
1057,1,1,52,51,1
1058,0,0,32,26,0
1059,0,1,15,64,0
1060,1,0,60,15,23
1061,1,0,19,19,0
1062,1,1,88,50,30
1063,0,1,72,51,27
1064,0,1,15,61,0
1065,1,1,29,89,0
1066,1,0,69,62,0
1067,1,1,21,54,0
1068,0,0,21,42,0
1069,0,0,74,4,4
1070,1,0,6,8,0
1071,1,0,21,37,0
1072,0,1,54,20,30
1073,0,0,5,53,0
1074,1,1,70,29,4
1075,0,0,5,58,0
1076,1,0,7,54,0
1077,1,1,83,45,15
1078,0,1,78,66,14
1079,1,1,8,64,0
1080,1,1,1,46,0
1081,1,1,75,24,3
1082,0,0,58,79,0
1083,0,0,18,47,0
1084,1,1,57,59,29
1085,0,1,72,51,25
1086,0,1,13,84,0
1087,0,0,8,58,0
1088,1,0,58,51,3
1089,0,0,16,51,0
1090,1,0,17,92,0
1091,0,1,76,36,3
1092,1,1,2,37,0
1093,0,1,33,90,0
1094,0,1,75,83,0
1095,0,1,86,81,0
1096,1,0,100,36,21
1097,1,0,27,55,0
1098,1,1,56,34,28
1099,0,1,4,64,0
1100,1,1,62,36,6
1101,0,0,65,65,16
1102,1,1,96,13,4
1103,1,1,96,71,0
1104,0,1,39,100,0
1105,1,0,35,62,23
1106,0,1,89,30,12
1107,0,1,33,74,0
1108,1,0,53,41,8
1109,1,0,71,91,0
1110,1,0,41,9,25
1111,0,1,94,77,0
1112,0,1,58,29,0
1113,0,0,51,78,0
1114,0,0,7,43,0
1115,1,1,71,94,0
1116,0,1,65,13,16
1117,1,0,59,92,0
1118,1,1,48,87,0
1119,1,0,42,73,0
1120,1,1,52,38,15
1121,1,0,48,31,8
1122,0,1,71,28,0
1123,0,1,43,24,13
1124,0,1,94,93,0
1125,1,1,66,77,0
1126,1,1,80,0,18
1127,0,1,5,41,0
1128,0,0,11,21,0
1129,1,0,84,10,8
1130,0,1,3,63,0
1131,0,0,89,42,14
1132,1,0,100,88,0
1133,1,1,79,59,29
1134,1,0,43,82,0
1135,1,1,72,50,1
1136,0,0,76,14,15
1137,0,1,100,21,15
1138,0,1,10,95,0
1139,1,0,75,93,0
1140,0,1,49,80,0
1141,1,1,77,20,4
1142,0,1,2,55,0
1143,1,1,67,98,0
1144,0,1,98,14,29
1145,0,0,2,58,0
1146,1,1,75,46,2
1147,0,1,49,37,24
1148,1,0,7,19,0
1149,0,1,79,52,21
