,avail,forcast_avail,bottom_level,top_level,percentage
158,1,0,91,1,25
159,1,1,98,43,21
160,0,0,90,31,2
161,0,0,91,94,0
162,0,1,86,82,0
163,0,1,53,11,9
164,0,1,100,19,6
165,0,1,95,80,0
166,1,1,91,83,0
167,0,1,86,50,7
168,0,1,19,33,0
169,1,0,67,71,0
170,1,0,1,82,0
171,1,0,2,2,0
172,1,0,48,78,0
173,1,0,14,58,0
174,0,1,99,61,0
175,1,0,21,29,0
176,1,0,23,16,0
177,1,0,20,26,0
178,1,1,88,87,0
179,1,0,62,63,21
180,0,0,27,34,0
181,1,1,4,18,0
182,0,1,54,23,9
183,1,0,26,30,0
184,1,0,21,89,0
185,1,0,49,60,29
186,0,0,98,30,10
187,1,0,74,80,0
188,1,0,75,79,0
189,1,0,19,19,0
190,0,1,27,17,0
191,1,1,59,43,5
192,0,1,96,92,0
193,1,0,93,35,24
194,1,1,91,71,0
195,1,0,100,63,3
196,0,0,48,29,6
197,1,0,65,48,7
198,1,1,84,76,0
199,0,1,98,5,7
200,1,1,42,81,0
201,1,0,80,55,26
202,0,1,85,81,0
203,0,1,20,68,0
204,0,1,1,15,0
205,1,1,88,64,0
206,0,1,0,66,0
207,0,1,8,81,0
208,0,0,78,40,5
209,1,1,26,46,0
210,1,0,28,99,0
211,1,0,92,82,0
212,1,0,77,16,8
213,0,1,65,1,8
214,0,1,87,14,2
215,0,1,12,56,0
216,0,1,12,90,0
217,0,1,83,53,0
218,0,0,28,71,0
219,1,0,35,40,3
220,1,1,27,89,0
221,1,1,33,3,20
222,1,1,66,43,4
223,1,1,78,76,0
224,1,0,56,61,19
225,1,1,72,98,0
226,1,1,80,64,14
227,1,1,16,81,0
228,1,0,31,52,28
229,1,1,78,97,0
230,1,0,50,26,7
231,1,1,84,36,16
232,0,0,49,85,0
233,0,1,91,68,10
234,1,0,87,61,10
235,0,1,10,87,0
236,1,1,49,90,0
237,0,1,60,72,0
238,1,1,71,74,0
239,1,0,16,62,0
240,1,1,51,19,20
241,0,0,91,20,2
242,1,0,7,16,0
243,0,0,55,75,0
244,0,1,92,24,9
245,1,0,9,6,0
246,0,0,3,91,0
247,1,1,76,87,0
248,1,0,43,92,0
249,0,0,83,23,4
250,0,0,74,84,0
251,1,1,18,90,0
252,1,0,18,22,0
253,0,0,29,17,0
254,0,0,45,47,3
255,1,1,60,100,0
256,1,1,74,49,15
257,0,1,87,66,9
258,1,1,80,12,8
259,0,0,55,45,6
260,0,0,93,35,5
261,0,0,91,4,13
262,0,1,5,90,0
263,1,1,99,27,9
264,0,1,25,51,0
265,0,0,15,84,0
266,0,1,10,37,0
267,1,0,4,25,0
268,1,0,11,78,0
269,0,1,61,7,11
270,0,0,42,6,5
271,0,1,51,9,11
272,0,1,29,61,0
273,1,0,69,57,28
274,1,1,86,48,1
275,0,0,9,68,0
276,0,0,25,82,0
277,1,1,16,81,0
278,0,1,98,30,2
279,0,1,91,8,6
280,1,0,43,36,10
281,0,1,83,29,6
282,1,1,77,99,0
283,1,1,27,5,0
284,0,0,2,55,0
285,0,1,72,71,0
286,0,0,91,96,0
287,0,0,77,96,0
288,1,1,54,34,12
289,0,0,67,2,8
290,0,0,46,100,0
291,0,1,76,24,8
292,0,0,23,28,0
293,0,1,94,2,14
294,0,1,47,46,0
295,0,0,89,8,11
296,0,0,68,41,4
297,1,1,22,77,0
298,0,1,73,33,4
299,0,1,86,98,0
300,1,1,16,87,0
301,1,1,37,3,24
302,0,1,32,20,0
303,0,0,68,32,10
304,1,1,64,30,1
305,0,0,17,14,0
306,0,1,98,46,10
307,0,1,69,38,8
308,0,0,31,85,0
309,1,1,49,3,28
310,0,1,44,42,4
311,0,0,79,74,0
312,1,0,35,54,17
313,1,0,77,36,25
314,0,1,71,100,0
315,0,1,33,41,8
316,1,0,55,76,0
317,1,0,53,64,16
318,1,0,21,81,0
319,0,0,9,64,0
320,0,0,96,37,0
321,1,0,29,69,0
322,0,1,79,44,2
323,1,0,91,86,0
324,0,1,75,96,0
325,1,1,91,60,11
326,0,1,3,72,0
327,1,1,44,32,22
328,1,0,50,76,0
329,0,1,90,76,0
330,0,0,61,9,11
331,0,0,38,58,10
332,0,0,78,80,0
333,0,0,71,22,6
334,0,1,67,31,2
335,0,1,24,78,0
336,0,1,100,33,0
337,1,1,97,1,21
338,1,0,31,34,6
339,1,0,28,69,0
340,1,1,57,92,0
341,0,0,90,23,5
342,0,1,3,35,0
343,0,1,15,84,0
344,1,1,86,82,0
345,0,0,44,92,0
346,1,0,25,43,0
347,1,0,48,21,11
348,0,1,68,48,1
349,0,0,4,59,0
350,0,1,57,20,3
351,1,0,16,92,0
352,0,0,85,90,0
353,1,0,76,27,23
354,0,0,87,42,6
355,1,1,38,41,19
356,0,0,82,74,0
357,1,0,95,27,10
358,0,0,36,79,0
359,0,1,94,20,2
360,1,0,67,87,0
361,0,0,24,50,0
362,1,0,66,92,0
363,0,1,27,34,0
364,0,1,35,0,9
365,0,1,77,61,10
366,1,0,24,86,0
367,0,1,93,95,0
368,1,0,36,27,1
369,1,0,71,5,24
370,1,1,94,25,20
371,0,1,21,62,0
372,0,1,17,81,0
373,1,1,23,51,0
374,1,0,25,70,0
375,0,0,2,23,0
376,0,1,94,86,0
377,1,1,24,27,0
378,1,1,67,53,3
379,1,1,34,85,0
380,1,1,56,26,24
381,1,1,82,17,26
382,1,0,60,63,2
383,1,1,84,42,0
384,1,0,70,70,2
385,1,1,42,49,13
386,0,0,71,81,0
387,0,0,60,56,10
388,0,0,24,34,0
389,1,1,17,51,0
390,1,1,82,18,15
391,0,0,76,55,6
392,0,1,87,87,0
393,1,0,43,68,13
394,1,0,69,28,13
395,0,0,83,8,11
396,1,0,12,83,0
397,0,1,46,58,5
398,1,1,41,69,1
399,1,1,31,5,27
400,1,0,79,37,20
401,0,1,95,19,4
402,0,0,63,13,5
403,1,1,59,53,29
404,0,0,35,100,0
405,0,0,59,38,4
406,1,1,76,75,0
407,0,0,73,45,1
408,0,0,78,45,9
409,1,0,36,100,0
410,0,0,92,76,0
411,1,0,93,7,26
412,0,0,78,87,0
413,1,1,5,41,0
414,1,1,4,11,0
415,1,1,29,65,0
416,0,1,68,37,9
417,0,0,69,35,5
418,0,1,83,0,7
419,0,0,85,29,9
420,0,1,35,40,2
421,0,0,53,19,10
422,0,0,81,51,6
423,1,1,42,30,11
424,1,1,100,92,0
425,0,0,84,41,6
426,0,0,40,95,0
427,0,0,28,6,0
428,0,1,70,68,0
429,1,1,21,51,0
430,1,0,87,37,20
431,1,0,9,70,0
432,1,1,69,14,13
433,0,0,100,40,5
434,1,1,23,30,0
435,1,0,50,19,21
436,0,0,99,91,0
437,1,0,25,95,0
438,1,0,94,3,25
439,1,0,82,44,8
440,0,0,24,93,0
441,0,1,23,40,0
442,0,0,83,18,8
443,0,1,29,98,0
444,0,0,38,31,10
445,1,1,83,55,8
446,0,0,4,22,0
447,0,0,32,28,1
448,1,1,45,31,2
449,1,1,61,98,0
450,1,0,46,23,7
451,1,1,76,55,25
452,1,1,74,35,26
453,0,1,78,96,0
454,0,0,33,90,0
455,0,1,39,86,0
456,1,1,24,59,0
457,1,1,20,87,0
458,1,0,55,73,0
459,0,0,25,10,0
460,0,1,86,35,3
461,0,1,37,82,0
462,0,1,80,66,2
463,1,0,89,89,0
464,1,1,74,93,0
465,0,0,81,24,3
466,1,0,96,65,16
467,0,1,81,95,0
468,1,0,63,95,0
469,0,1,49,81,0
470,1,0,51,88,0
471,0,0,81,15,0
472,0,0,84,90,0
473,1,1,87,19,4
474,1,1,51,85,0
475,0,1,45,92,0
476,0,0,54,45,10
477,0,0,2,92,0
478,0,1,86,95,0
479,1,0,40,4,24
480,0,0,30,53,4
481,1,0,26,64,0
482,1,1,66,14,7
483,0,0,49,5,15
484,0,1,40,35,2
485,1,0,80,73,0
486,0,0,97,84,0
487,0,0,5,52,0
488,1,0,88,50,28
489,0,1,23,12,0
490,1,0,71,8,29
491,1,0,31,63,0
492,1,1,97,87,0
493,0,1,83,17,4
494,0,1,96,0,14
495,0,0,23,35,0
496,1,1,70,32,8
497,0,0,60,80,0
498,0,0,90,15,9
499,1,0,47,67,27
500,0,0,95,95,0
501,1,1,61,1,29
502,1,0,80,45,9
503,0,0,89,6,9
504,1,1,40,85,0
505,0,0,78,12,4
506,1,0,62,71,0
507,1,1,1,64,0
508,1,0,91,45,19
509,0,1,40,25,10
510,1,1,48,67,3
511,1,1,74,75,0
512,1,1,33,5,27
513,0,1,33,2,13
514,1,1,37,24,18
515,1,1,62,24,30
516,0,0,56,93,0
517,1,0,11,59,0
518,1,1,39,40,1
519,1,0,91,48,25
520,1,1,76,16,5
521,0,0,22,12,0
522,1,0,8,12,0
523,1,0,88,66,26
524,0,1,29,12,0
525,0,0,73,90,0
526,0,1,85,84,0
527,1,1,79,65,4
528,0,1,54,17,0
529,0,1,76,62,4
530,0,1,23,51,0
531,1,0,26,81,0
532,1,0,49,30,11
533,1,0,62,2,20
534,1,0,37,56,25
535,1,0,71,19,27
536,1,0,51,26,3
537,0,1,2,94,0
538,1,1,74,11,17
539,1,0,47,78,0
540,0,1,13,24,0
541,0,0,88,73,0
542,0,0,44,94,0
543,1,0,70,86,0
544,1,0,55,95,0
545,0,0,50,12,2
546,0,1,29,39,0
547,0,1,6,9,0
548,1,0,4,95,0
549,0,1,24,18,0
550,1,1,48,43,4
551,0,0,31,54,9
552,0,1,58,73,0
553,1,1,84,28,18
554,0,1,55,85,0
555,1,1,100,3,20
556,1,1,17,71,0
557,1,0,99,42,5
558,1,1,99,38,27
559,0,1,14,100,0
560,0,0,42,87,0
561,1,1,32,90,0
562,0,1,19,23,0
563,1,0,8,73,0
564,0,0,55,7,8
565,0,1,35,28,3
566,0,1,69,22,1
567,0,1,74,96,0
568,1,1,41,61,9
569,0,1,36,38,9
570,0,0,85,21,6
571,0,0,56,0,11
572,0,1,71,8,9
573,0,1,97,13,7
574,0,1,75,61,9
575,1,1,19,13,0
576,1,1,90,95,0
577,0,1,62,84,0
578,1,0,37,64,19
579,1,1,77,55,25
580,1,0,38,72,0
581,1,1,20,2,0
582,1,1,96,31,15
583,1,0,49,44,5
584,0,0,83,23,9
585,1,0,50,56,23
586,0,0,19,0,0
587,0,1,33,42,3
588,1,1,25,95,0
589,0,1,76,39,4
590,0,1,7,8,0
591,0,0,55,69,3
592,0,0,93,66,5
593,1,1,56,31,27
594,1,0,81,15,2
595,0,1,23,45,0
596,0,0,71,88,0
597,1,1,47,45,27
598,0,1,32,46,0
599,1,1,45,14,1
600,0,0,39,33,6
601,0,1,41,60,2
602,0,0,94,40,10
603,0,1,31,28,7
604,0,0,77,21,3
605,1,1,78,25,14
606,0,0,4,69,0
607,0,1,56,91,0
608,0,1,1,68,0
609,1,1,88,85,0
610,0,1,59,89,0
611,1,0,72,60,9
612,0,1,54,88,0
613,1,0,0,44,0
614,1,1,96,75,0
615,1,0,35,17,5
616,0,1,40,30,2
617,1,0,95,31,13
618,0,0,74,59,9
619,1,0,70,67,27
620,1,1,46,87,0
621,1,1,66,6,26
622,0,0,87,48,5
623,0,0,40,2,5
624,0,1,45,1,11
625,0,0,85,4,6
626,1,0,75,16,30
627,0,0,34,36,1
628,0,0,82,48,8
629,1,1,100,73,0
630,0,1,78,88,0
631,0,1,47,93,0
632,1,1,24,36,0
633,0,0,54,97,0
634,0,1,12,19,0
635,1,1,50,98,0
636,0,0,22,27,0
637,0,0,96,6,13
638,1,1,97,52,14
639,0,1,66,53,9
640,0,0,92,8,13
641,1,0,54,6,22
642,0,1,39,3,15
643,1,0,9,57,0
644,0,0,45,33,9
645,0,0,36,88,0
646,1,1,7,17,0
647,0,0,31,80,0
648,1,0,78,65,13
649,0,1,64,32,3
650,1,1,55,82,0
651,1,1,85,52,18
652,0,1,23,95,0
653,1,0,64,0,30
654,1,1,56,32,29
655,1,0,35,58,22
656,1,1,60,66,16
657,0,1,18,54,0
658,1,0,79,38,19
659,0,0,77,28,10
660,1,0,6,5,0
661,0,1,48,39,9
662,0,0,15,22,0
663,0,1,14,72,0
664,0,1,56,3,8
665,1,1,51,30,25
666,0,0,81,16,7
667,1,1,1,26,0
668,0,1,54,72,0
669,1,1,69,83,0
670,1,0,58,37,28
671,0,0,2,75,0
672,0,1,6,65,0
673,1,0,62,16,10
674,0,1,49,92,0
675,0,1,97,6,11
676,1,0,60,45,7
677,0,1,31,53,2
678,1,1,100,25,21
679,1,1,22,72,0
680,0,1,91,32,5
681,0,0,100,7,5
682,0,1,26,97,0
683,1,1,86,8,30
684,0,0,85,34,7
685,0,1,70,71,0
686,0,0,40,8,15
687,1,1,91,77,0
688,0,0,92,19,10
689,1,1,3,36,0
690,0,1,84,3,7
691,1,1,77,61,5
692,0,1,30,94,0
693,0,0,79,99,0
694,1,1,5,46,0
695,1,1,14,98,0
696,1,0,47,84,0
697,0,0,26,5,0
698,1,1,16,18,0
699,0,1,73,90,0
700,1,0,48,94,0
701,1,1,29,16,0
702,1,0,11,55,0
703,1,1,30,1,25
704,0,1,88,55,7
705,0,1,30,50,2
706,1,0,26,91,0
707,0,1,84,29,1
708,0,0,73,10,12
709,1,1,78,50,29
710,1,1,34,24,11
711,0,0,22,66,0
712,1,1,19,61,0
713,1,1,77,22,11
714,1,1,37,6,25
715,0,0,48,8,6
716,0,0,12,20,0
717,0,0,51,8,7
718,0,0,57,17,3
719,0,0,32,59,6
720,0,1,64,94,0
721,1,1,35,54,14
722,0,0,70,18,8
723,0,1,10,46,0
724,0,1,19,51,0
725,1,0,29,0,0
726,1,1,28,18,0
727,0,0,16,60,0
728,0,0,87,55,1
729,0,0,18,83,0
730,0,0,16,25,0
731,1,0,75,12,30
732,1,1,11,83,0
733,1,0,19,18,0
734,0,1,6,14,0
735,1,1,18,25,0
736,0,1,4,5,0
737,1,0,69,74,0
738,0,0,34,58,4
739,0,0,4,93,0
740,0,1,85,46,8
741,0,0,53,36,8
742,0,0,9,25,0
743,1,0,28,86,0
744,0,0,62,24,4
745,0,0,42,0,7
746,0,0,66,70,10
747,0,1,90,90,0
748,0,0,92,80,0
749,0,1,95,57,0
750,1,0,5,6,0
751,1,0,40,57,25
752,0,1,86,99,0
753,0,1,67,1,13
754,1,1,5,14,0
755,0,0,12,32,0
756,0,1,15,23,0
757,1,0,59,18,3
758,1,1,56,9,22
759,0,0,52,45,1
760,0,0,38,49,1
761,0,0,68,17,9
762,1,0,91,11,3
763,0,0,27,78,0
764,1,1,16,98,0
765,1,0,56,71,0
766,0,1,86,6,12
767,1,1,21,13,0
768,0,1,91,73,0
769,0,0,26,51,0
770,1,1,49,3,28
771,0,1,72,21,2
772,0,1,1,48,0
773,0,1,10,72,0
774,0,0,68,34,2
775,0,1,37,20,3
776,1,0,76,53,27
777,0,0,68,38,3
778,1,0,28,83,0
779,1,0,48,44,21
780,1,0,48,8,21
781,1,0,6,0,0
782,1,0,3,9,0
783,1,1,45,45,0
784,0,0,25,21,0
785,1,1,97,36,7
786,1,0,27,87,0
787,1,1,38,69,26
788,0,0,7,95,0
789,1,0,5,57,0
790,1,0,95,49,17
791,1,1,74,16,4
792,1,0,38,83,0
793,1,1,90,80,0
794,0,0,77,58,10
795,0,1,3,0,0
796,0,1,63,71,0
797,1,0,26,38,0
798,1,1,49,61,16
799,1,1,3,33,0
800,1,1,71,85,0
801,0,0,21,72,0
802,0,0,80,62,0
803,1,0,100,53,19
804,1,1,51,52,11
805,1,1,2,83,0
806,1,0,7,16,0
807,0,1,87,36,10
808,1,1,79,58,1
809,0,0,7,44,0
810,1,0,23,15,0
811,0,0,40,18,4
812,0,0,84,87,0
813,0,1,70,19,0
814,1,1,47,100,0
815,0,0,11,30,0
816,1,0,92,88,0
817,0,0,28,94,0
818,0,1,61,100,0
819,1,1,27,77,0
820,0,0,71,80,0
821,1,0,69,97,0
822,0,0,67,82,0
823,1,0,80,23,5
824,0,1,56,94,0
825,1,0,89,100,0
826,1,0,36,51,7
827,0,1,53,38,2
828,0,1,20,33,0
829,0,0,89,11,3
830,1,0,32,80,0
831,0,1,42,35,10
832,1,1,48,56,27
833,1,1,71,0,24
834,1,0,85,16,21
835,1,1,55,70,26
836,1,0,81,7,25
837,0,1,39,50,2
838,1,0,95,86,0
839,1,0,90,76,0
840,0,0,86,87,0
841,0,0,95,84,0
842,0,1,43,52,7
843,0,0,27,57,0
844,0,1,98,48,10
845,1,0,89,69,15
846,0,0,31,42,5
847,0,0,33,42,9
848,0,1,63,94,0
849,1,0,24,46,0
850,1,1,89,4,28
851,0,1,13,39,0
852,1,0,46,87,0
853,1,1,78,64,6
854,1,0,96,9,27
855,1,0,52,72,0
856,1,1,40,82,0
857,0,1,58,51,1
858,1,0,85,65,17
859,1,0,85,69,24
860,1,0,3,73,0
861,1,0,56,64,6
862,0,0,88,9,14
863,0,0,60,39,2
864,0,0,83,70,5
865,0,0,50,37,9
866,0,1,7,4,0
867,1,1,27,2,0
868,0,1,5,96,0
869,1,0,100,65,1
870,1,0,4,92,0
871,0,1,37,82,0
872,1,1,52,73,0
873,1,1,38,48,5
874,0,0,54,92,0
875,0,0,88,46,4
876,0,0,67,68,2
877,1,0,41,89,0
878,1,1,79,57,11
879,1,1,50,59,0
880,0,0,81,51,6
881,0,1,72,33,8
882,0,0,25,75,0
883,0,1,1,70,0
884,1,1,49,43,17
885,0,1,94,29,2
886,1,0,10,75,0
887,1,0,43,69,10
888,1,0,73,39,3
889,1,0,75,38,7
890,0,1,45,89,0
891,0,0,72,67,6
892,1,1,93,91,0
893,1,0,43,30,12
894,0,0,98,44,3
895,1,1,50,20,25
896,1,0,70,78,0
897,0,1,62,85,0
898,1,0,100,77,0
899,0,1,12,25,0
900,0,0,19,19,0
901,1,1,27,67,0
902,0,0,76,42,0
903,0,0,6,50,0
904,0,1,44,35,0
905,1,1,98,11,1
906,1,1,74,41,19
907,0,1,10,30,0
908,0,0,78,14,4
909,0,1,51,57,9
910,0,1,39,27,5
911,0,1,39,99,0
912,1,1,78,87,0
913,1,1,42,75,0
914,0,0,68,8,9
915,1,1,27,59,0
916,1,0,100,73,0
917,0,0,6,15,0
918,0,0,60,69,3
919,0,0,2,91,0
920,0,0,74,98,0
921,0,0,61,31,0
922,0,1,16,65,0
923,0,0,3,53,0
924,0,0,19,78,0
925,0,0,79,87,0
926,0,1,15,12,0
927,0,0,4,35,0
928,1,0,83,36,0
929,1,0,77,89,0
930,1,0,80,37,19
931,1,1,51,73,0
932,0,0,98,55,5
933,1,0,33,80,0
934,0,1,52,8,7
935,0,1,86,100,0
936,1,1,94,18,11
937,0,1,32,52,9
938,0,1,68,53,6
939,0,1,44,93,0
940,0,1,41,40,0
941,0,1,63,2,9
942,0,1,95,93,0
943,1,0,75,10,25
944,0,0,93,4,6
945,0,1,62,20,6
946,0,0,10,56,0
947,1,1,55,97,0
948,1,0,59,57,12
949,0,0,14,75,0
950,0,0,54,82,0
951,0,1,59,35,1
952,0,0,54,13,9
953,0,0,25,4,0
954,0,0,70,41,9
955,0,0,73,39,0
956,1,0,34,10,25
957,0,0,100,82,0
958,0,1,14,15,0
959,1,1,85,62,23
960,1,1,42,51,1
961,1,1,47,19,4
962,1,0,55,45,5
963,1,0,90,47,22
964,0,0,4,44,0
965,1,0,98,16,22
966,0,1,30,6,5
967,1,1,80,57,1
968,1,1,43,30,20
969,0,0,18,14,0
970,1,1,58,9,27
971,0,0,49,13,1
972,0,1,67,93,0
973,0,1,16,83,0
974,0,1,57,50,6
975,1,0,87,40,7
976,1,0,22,17,0
977,1,0,30,20,10
978,0,0,24,62,0
979,1,0,81,23,3
980,1,0,17,96,0
981,1,1,65,86,0
982,0,0,8,38,0
983,1,1,69,20,16
984,0,0,44,70,0
985,0,0,79,48,2
986,1,0,93,37,29
987,1,1,46,65,20
988,1,0,74,100,0
989,1,0,84,77,0
990,1,1,99,48,17
991,0,0,46,62,1
992,0,1,30,39,2
993,1,1,91,78,0
994,0,1,71,20,9
995,1,0,78,60,30
996,0,0,70,54,1
997,0,0,63,31,3
998,1,0,24,91,0
999,1,1,68,58,6
1000,1,0,7,79,0
1001,0,0,46,2,15
1002,0,0,12,58,0
1003,0,0,96,3,5
1004,1,1,39,84,0
1005,1,1,13,68,0
1006,0,0,56,33,7
1007,0,1,63,39,0
1008,0,1,37,3,14
1009,1,0,16,100,0
1010,1,0,36,91,0
1011,1,0,16,31,0
1012,1,0,85,85,0
1013,1,0,90,87,0
1014,1,0,33,9,25
1015,0,0,97,34,6
1016,1,1,81,25,6
1017,0,0,93,89,0
1018,1,1,87,68,24
1019,0,1,42,94,0
1020,1,0,29,14,0
1021,1,0,2,90,0
1022,0,0,8,78,0
1023,0,1,93,61,7
1024,0,1,84,7,9
1025,0,1,23,50,0
1026,0,0,38,25,3
1027,0,1,100,75,0
1028,1,1,97,39,12
1029,1,0,80,62,30
1030,0,0,33,35,8
1031,1,1,61,51,13
1032,1,0,3,59,0
1033,0,1,47,23,3
1034,1,1,39,15,3
1035,1,0,70,46,9
1036,0,0,12,65,0
1037,1,1,96,80,0
1038,1,0,11,87,0
1039,1,0,32,9,26
1040,0,1,13,15,0
1041,0,0,84,0,9
1042,1,1,64,83,0
1043,0,1,43,47,0
1044,0,1,75,88,0
1045,0,1,91,0,14
1046,1,1,27,0,0
1047,1,0,19,83,0
1048,1,1,27,90,0
1049,0,1,43,91,0
1050,0,0,29,10,0
1051,1,0,46,44,27
1052,0,0,58,99,0
1053,1,1,61,15,26
1054,1,0,68,18,7
1055,1,1,23,49,0
1056,0,1,71,13,5
1057,1,1,41,81,0
1058,0,1,4,71,0
1059,1,0,46,93,0
1060,1,1,99,99,0
1061,0,1,99,29,0
1062,0,0,100,14,3
1063,0,0,12,99,0
1064,1,0,24,46,0
1065,1,1,30,59,24
1066,1,0,20,84,0
1067,1,0,8,14,0
1068,0,0,88,76,0
1069,1,0,45,95,0
1070,1,0,79,59,30
1071,1,1,70,33,12
1072,0,0,40,9,8
1073,0,1,67,48,0
1074,0,1,85,56,7
1075,0,0,61,10,15
1076,1,0,42,37,16
1077,0,0,63,63,7
1078,1,1,7,64,0
1079,1,0,1,62,0
1080,1,1,26,17,0
1081,0,0,18,43,0
1082,0,1,30,73,0
1083,0,1,48,53,6
1084,1,0,38,21,19
1085,1,0,51,49,7
1086,0,1,12,94,0
1087,0,0,46,90,0
1088,0,0,63,24,3
1089,0,0,21,53,0
1090,1,0,91,13,19
1091,1,1,51,7,27
1092,0,0,78,42,6
1093,0,1,84,77,0
1094,0,0,74,93,0
1095,1,1,44,99,0
1096,0,0,18,82,0
1097,0,1,22,79,0
1098,1,0,34,76,0
1099,0,0,83,86,0
1100,0,1,94,80,0
1101,1,0,92,10,22
1102,0,0,13,36,0
1103,1,0,54,37,1
1104,0,0,22,75,0
1105,0,1,92,43,7
1106,0,1,24,33,0
1107,1,0,44,9,30
1108,1,0,21,98,0
1109,1,0,27,55,0
1110,1,0,59,49,28
1111,1,0,39,22,2
1112,0,0,65,45,7
1113,0,1,87,2,9
1114,0,1,68,57,5
1115,1,0,18,91,0
1116,0,0,79,32,5
1117,0,1,48,79,0
1118,1,1,72,92,0
1119,1,0,91,97,0
1120,0,0,62,3,6
1121,0,1,68,41,4
1122,0,0,91,65,8
1123,0,1,25,16,0
1124,1,0,20,51,0
1125,1,0,98,66,27
1126,0,1,52,48,6
1127,0,1,75,6,11
1128,1,0,72,27,2
1129,0,1,24,5,0
1130,0,0,3,35,0
1131,0,0,76,57,4
1132,0,0,99,7,15
1133,0,1,96,78,0
1134,0,0,83,97,0
1135,0,1,81,21,4
1136,1,1,98,23,9
1137,1,1,67,87,0
1138,0,1,10,77,0
1139,1,0,82,2,23
1140,1,0,93,57,22
1141,1,0,27,59,0
1142,0,0,5,67,0
1143,0,1,71,55,2
1144,1,0,56,64,10
1145,1,1,100,48,9
1146,0,0,61,15,2
1147,0,1,55,30,6
1148,0,0,11,44,0
1149,1,1,78,40,10
